label,text
0,"Acusações de estupro, assédio ou agressão podem arruinar a vida de um homem'.
Ata. https://t.co/4jdeA8hRcO"
0,"@AdemirAlvim vdd... nem conheci mas já dei block.... 
pessoa assim quero longe"
0,Ades patrocina nova versão da Branca de Neve http://t.co/vWxZjXNw4y
0,"Adeus #Obama! 
'Faça boa viagem!'. https://t.co/B0CASUcZtH"
0,Adicionei um vídeo a uma lista de reprodução do @YouTube https://t.co/tUcZqbRpPN Angola & China vs EUA (A verdade que você não
0,A diferença de quem tem vergonha na cara vs vagabundo https://t.co/mi282DMTSe
0,"A diferença entre os Tribunais e as Comissões Parlamentares é que nestas últimas, como não há pobres, nunca há ninguém para condenar..."
1,@adiosiago @amandassini eu acho o msm sobre vc branquelo
0,@adiosiago @amandassini vc quer q eu te chame de q? palmito?
0,Adivinha qual a esquerda demoniza e qual a esquerda apoia? https://t.co/lmknzzuwLo
0,"adorando essa cerimônia, só nao to entendendo esses monte de país subdesenvolvido no meu estádio"
0,"Adoro essa energia daqui. Não gosto de lembrar que vou trabalhar no feriado. Mas, gosto de ter emprego. Então tá ótimo.. rs."
0,"Adoro essa frase: 'Viva os loucos, os normais estão acabando com o mundo' #fikdik rs..."
0,ADQUIRA AGORA o livro 'A IDEOLOGIA DE GÊNERO NA EDUCAÇÃO - Como esta doutrinação está sendo introduzida nas... https://t.co/emXSsysshG
0,"Adquira seu cupom pra dar pro clube do macho. Antes eram 4hs de chibata, agora são 8!! #BlackFriday"
0,"Advogado e Deputado? Não pode ser!
https://t.co/UxhKlE2Ks0#PNR #RenovarPortugal #Portugal"
0,"Advogados ABANDONAM a tal moça que acusou Feliciano de abuso...Agora a tal moça,ataca outros deputado, procurador... https://t.co/O9WcUD3wU4"
0,A e antes de voltar ao mais importante e abrir a minha cerveja matinal: Foda-se !
0,#AecioMaisCItadoQue Bolsonaro em discussão sobre idiotas e homofobia :D
0,"aeeeee dilma caiu
ja posso viajar pra miami agora?"
0,"A Emma Stone podia ir vestida de saco de lixo rodeado de sacos do lixo dentro de um camião de lixo, que nunca estaria mal
#Oscars"
0,A entrevista mais longa do Super Bowl com @oreillyfactor hoje à noite às 8:00 PM (0:00 [BR]). Divirta-se! https://t.co/2wVSIjP7oI
0,Aeroporto Mário Soares só faria sentido se fosse na Ota ou em Macau...
0,"A esquerda fala muito sobre essas rebeliões e justificam a 'superlotação', mas não fala do motivo que fizeram eles irem pras prisões."
0,A esquerda faz um monte de merda e a gente é obrigado a ver a mídia chamando a direita de extrema ...
1,A esquerda filha da puta como sempre https://t.co/CbHw2V9dOB
0,"A esquerda gosta de viver na sujeira, gosta do feio e idolatra a burrice. Pichação não é arte, é coisa de vagabundo _ https://t.co/pRkOnzBSTQ"
0,"A esquerda inventa o problema, incute na cabeça das pessoas que o problema existe, repete a mentira até que acredit _ https://t.co/v9m5h7Gc6z"
0,"A esquerdalha #comunista e #anarquista sempre foi, é, e será uma escumalha selvagem, carregada de ódio e violência _ https://t.co/AwYQKfgj35"
0,"A esquerda reclama das coisas inventadas pela própria esquerda:
Racismo, homofobia, machismo, nazismo, cultura de estupro e luta de classes."
0,"A  ética da imprensa regional contrasta com o cartel da comunicação social de alcance nacional.
Felicito o _ https://t.co/Y7oD6CcInV"
1,A fdp não come carne e quer q vc tb não coma. Chupar meu pau ela não quer
0,"6a feira é dia de 'Overdose de Tourette'.
E hoje a caravana pára na ERICEIRA.
Auditório Jaime Lobo e Silva, 22h.
Is _ https://t.co/CrTfw7LA9h"
1,A feminazi @lolaescreva tem a cara de pau de pedir dinheiro em seu blog - mesmo ganhando uma boquinha de 11 mil - v _ https://t.co/XH24MvyqxB
1,"a feminista pode até dar a alma dela no primeiro encontro, mas por favor  #usecamisinha , seja uma puta consciente!"
0,"A @FernandaLimaBah e seu programa de sexo acham um absurdo as famílias não falarem abertamente de sexo em casa. 
Até pq ela certamente..."
0,A Festa do Branco é um evento que promete marcar  o Cruzeiro Diamantes 2017. Aqui estão algumas inspirações: _ https://t.co/sZyln0lwQt
0,Afff... N te dou mais nada http://t.co/hyBYnjtrab
0,Aff só por que não tem negro no oscar agora eles sao racista........ pfvr miga melhore
1,"afinal, a privatização do ensino médio/superior brasileiro e o fim dos projetos sociais que ajudam milhões é o que vai levantar o país"
0,AFINAL O TIME DO PRESÍDIO PRECISA DE GOLEIRO... https://t.co/wPxhSyvGDK
0,"A força do sonho @jpintocoelho60 
https://t.co/4jGTaKM9gQ"
0,A forma como você se vê não altera o que você é de fato! https://t.co/F1vbtmfKGs
0,"@agdabritto Ixi, amiga.. marron.. marromenos.. termino de namoro, foda ne"
0,"@agdabritto Nem eu, amiga.. nem eu. e como ela diz: #eavidasegue"
0,"@agdabritto ooowwww, amorrr, ja chegou???"
0,@agdabritto Quero saber tudooo como foi o diaaaa!
0,"@agdabritto Sei lá, inventei agora.. #catita hahaha"
0,@Agenda #Abril. Seminário sobre Ideologia de Gênero.(Com certificado) 08 e 09 Abril. #Ariquemes/RO. https://t.co/9FWPfwGNRv
0,"Agenda actualizada para os próximos meses:
https://t.co/vvezwg8Gx2"
0,"#Agenda 11,12 e13 de Março/SP. #CongressoEvangelizarKids Informações:
Igreja Batista do Povo, _ https://t.co/vpReD2R1W1"
0,#AgendaMaio  Palestra sobre identidade de gênero.(Ideologia de Gênero) #SãoLuizMaranhão https://t.co/6dWIFPYWkN
0,"#Agenda Março 18 e 19.
 Simpósio sobre Ideologia de Gênero."
0,"Agenda para os próximos tempos.
Bilhetes na FNAC e Ticketline https://t.co/IBtRKfrgJD"
0,Agenda #SãoPaulo 11/03. Congresso Evangelizar KIDS. Igreja Batista do Povo. https://t.co/4nSFGR5Fal
0,Agendas dias 18 e 19 de Março em #Campinas/SP. Simpósio de Ideologia De Genero e Cultos familiar.
0,"Agende seminário ou palestras para liderança, jovens e igreja geral sobre Ideologia de Gênero. 
Com 5 livros... https://t.co/XmSL8gDa8l"
0,a gente mulher e um ser humano mais burra acreditar que ainda possa.  ter amor verdadeiro
0,"a gente nao sabe se a mulher ta feliz de burca, nao sabe se é tranquilo p travesti ta com aquela roupa etc etc etc"
0,@AgenteRusso o cara que escolhe foto é muito fanfarrão
1,"A globo mentiu para o futebol feminino. E a mulherada, como sempre iludida, acredita. Tudo normal"
0,"A #globo só mostra as 'belezas e o amor' do carnaval.Mas, se quer saber a verdade, liga na @recordtvoficial que está mostrando tda Violência"
0,"A Gloria Alvarez arrebenta!
O discurso dela na CPAC 2016 foi sensacional! 
https://t.co/FVD2M4GBye"
0,"@agnaldoregojr 
2) O fato de o cidadão de bem passar a portar uma arma não o transformará em bandido.
Crime é questão de índole!"
0,agora é oficial: os dinossauros estão extintos
1,Agora é só umas gordas feias pra caralho
0,"Agora os novos refugiados já não são por causa da guerra, são até chamados 'refugiados económicos ', como sempre foram, não fugiram de nada"
0,agora que a dilma vai sair quem assume é o aécio né??
1,agora sim esse latinos imundos vão parar de tentar entrar nos EUA #Trump
0,Agora sim está correto @pecesiqueira abraço #paz https://t.co/DUoMBeWwqu
0,AGORA SIM EU ASSUMO http://t.co/UzOwKrxdOy
0,Agora sim @homemdeverdade pode usar perfume - http://www.youtube.com/watch?v=_wx6DP99bYE
0,"Agora sim LISBOA, estamos prontos para começar https://t.co/JJdLm8R2oO"
0,Agora tá na moda colocar a culpa nos países do OM. Não se engane e aos outros.Quem produziu REFUGIADOS foram EUA e OTAN @AbrahoCavalcant.
0,agora tudo é apropriação cultural não pode nem usar turbante mais
0,agora tudo faz sentido https://t.co/gAkF8IbNea
0,"Agradece-se esse empurrão vindo do outro lado do Atlântico para dar o golpe de misericórdia na famigerada @uniao_europeia 
#BREXIT #PEXIT"
0,A grande imprensa e a população esquerdista mostram o quão democráticos são ao sequer deixar Trump COMEÇAR a trabalhar!
0,A grande questão aqui é por que há tantos furos ilegais vindo de Washington? Haverão estes furos quando eu negociar _ https://t.co/VWfbJSbcoR
0,"A greve dos Estivadores
https://t.co/EcYwmGj8Aq#RenovarPortugal #PNR"
0,"Aguarela com muitos anos.
#Salazar https://t.co/n00XTL4AiC"
1,água ser essencial é coisa de maricas. Cerveja é essencial !
0,"ahahaha ..as musas de direita destroem qualquer petista, como a gleisi hoffman https://t.co/1eHxXa6cNB"
0,ah lá o filho do porteiro passou no enem
1,"'ah mas artista tal eh gorda, ela eh feia. tem tanto dinheiro e n melhora' TE FODE GAROTA NÃO EH PQ ELA EH FAMOSA Q ELA TEM Q SER PERFEITA"
0,"Ah, o perigo do Islão, e tal, e a civilização europeia, e não sei quê. https://t.co/GBJPgWqhYO"
0,"Ah, porque o nacionalismo deste gajo é económico e é tão económico quanto o do PCP. Com a diferença de o PCP não querer Angola de volta."
0,"Ah, valente! E para a mortalidade infantil em Angola, não vai nada, oh isabel? https://t.co/q7yFNtpRVC"
0,"'Ah você não tem dó dos presidiários'
Deles não tenho mesmo não, tenho das vítimas que fazem."
0,A identidade não se vende https://t.co/0FBKzmmuCV
0,A ideologia de gênero chegou no seu mais alto grau de insanidade. Qual é sua identidade de gênero? ALIENÍGENA..OK... https://t.co/FGLJ5hbm68
0,Ai meu deus como é bom ser vida loka
0,"A imprensa sempre do lado dos bandidos. 
Pra quem ainda tinha alguma dúvida:
https://t.co/k541HxiCN3"
0,"Ainda bem q ontem a FIFA n atribuiu o prémio 'fair-play' à Chapecoense.
Temos de parar de premiar equipas cujos jogadores se atiram p o chão"
0,ainda bem que eu sou sapatão e não preciso disso
0,"ainda bem que o crivella ganhou, imagina só o rio com droga legalizada, sem PM e aborto liberado???"
0,Ainda bem que o STF soltou o goleiro BRUNO.. agora sabemos a FALTA de moral que tem.... caso do Bolsonaro é mais uma piada do STF #vergonha
0,"ainda bem que o trump ganhou imagina só o mundo sem nenhuma guerra e preconceito???? nossa muito chato 
NÓS QUER É BOMBA NA COREIA"
0,Ainda não acredito que não estarei em #Recife dia 24/07 no #oquartosecreto com a @angelicamorango. Serio! Saco! #boloderolofeelings
0,"ainda que eu falasse a lingua dos homens e dos anjos, usaria ambas pra denegrir sua imagem"
0,"ainda tem tráfico pq tem gente que compra
se a compra voltasse a ser crime tudo estaria em harmonia"
0,"'ain mas de repente nem foi assim'. Mano, pq vcs acham q eu postei isso sem ler o texto? É um apelo à meritocracia q nem diz o título."
0,"- 'Ain o Dória está indo bem nesse últimos 2 meses,se ele candidatar para presidente pelo PSDB em 2018 votaria nele _ https://t.co/0Y3fFPk7Bm"
0,A intoxicação e mariquice mental da ditadura do relativismo anulam os valores e enfraquecem as vontades. Depois são _ https://t.co/qva99FyYk9
0,Ai q gostoso a Cléo Pires fumando um e publicando na NET pq o privilégio branco e de classe eh tão lindo *_* https://t.co/fXQslfyu57
0,ai socorro jesus deixa essa mulher no programa por favor só pra gente ouvir ela botar conceitos físicos na cozinha #MasterChefBR
1,ai tem muito preto no bbb nem vo assistir kkk
0,Aí #TheWalkingDead deixa de ser sobre zumbis e vira jogos mortais
0,A @jublackpower é sensacional!
0,@ajulysantos e era de direita.... essa menina tem transtorno de personalidade ou algo pior...
0,"@ajulysantos isso! A mulher não precisa ser obrigatoriamente feminista para ser mulher , porque a maioria não comp _ https://t.co/8NjZxoMtV5"
0,@ajulysantos isso é coisa de seres humanos!
0,"@ajulysantos Ju, você tá mais corada! Andou pegando uma praia!!!"
0,@ajulysantos me senti segura nesse dia  https://t.co/UzcdIOTIYc
0,@ajulysantos Novo filme: 'O Curioso Caso de Quem Sempre Atacou A Igreja Católica e o Cristianismo Mas Agora Defende o Papa Francisco'
0,"@ajulysantos que nada, aqui na quebrada a molecada é arisca hahahahaha"
0,@ajulysantos que não é caso da brasileira..porque com 5 kg de cocaína..é o peso de um bulldogue frances
0,"ALÔ RAPAZIADA HORA DE DESLIGAR DA REDE SOCIAL
AGORA É SABADÃO: CHURRASCÃO CERVEJÃO E MAIS TARDE PRATICAR AQUELE COITO. ABRAÇO A TODOS #PAZ"
1,ALÔ RAPAZIADA: VAMOS RESPEITAR AS DONZELAS SEUS PORCOS BÊBADOS IMUNDOS #PAZ #CarnavalSemAssedio #usecamisinha https://t.co/Rl59UAYqqA
0,"A Lava-Jato chegou ao Foro de São Paulo e descobriu que Odebrecht dava dinheiro às FARC.
Que lindo trabalho da Pol _ https://t.co/kFuK9cCOT5"
0,"'@AleMagnnusb: @gentebranca1 Seu perfil fala mau de gente branca e eu sou racista? Coerência, cadê?' http://t.co/3LqJR2tN85"
0,"@AleMagnnusb racista-machista sem argumentos, é o que mais tem"
0,"@AlemaoTheo Tb não entendo.. Concordo com vc.,"
0,@AlentejanoD86 é uma questão de hábito
0,"@AlentejanoD86 por falar em abafar, sabes se o Jesus janta hoje com o Palhinha?"
0,@AlentejanoD86 vamos ficar por aqui antes que fique excitado.
0,"#ALERTA do Jornalista #AlexandreGarcia
 Adquira os Livros 'A IDEOLOGIA DE GÊNERO NA EDUCAÇÃO' e 'FAMÍLIAS EM... https://t.co/QS1I1jxfTI"
0,"@alex_borges @mvsmotta @BlogDoPim @andreazzaeditor Deixa o chefe Olavo saber disso, rrsss... ST!"
0,"#AlexandraParkClub
Este paraíso apenas 40min de Curitiba, no Litoral...
Faça seu Evento (Empresas, Igrejas,... https://t.co/C4e3YzUpSf"
0,#AlexandredeMorais é novo ministro do #STF. Somente 13 senadores rejeitaram seu nome. 13 PESSOAL.KKK KKKKKKKKK
0,@alexandregarcia eu te amo!
0,"Alexandre Moraes não deveria sequer ter sido Ministro, agora ocupará uma cadeira no STF? Gsus"
0,"Alexandres de Morais, é novo ministro do #STF. Somente 13 senadores votaram contra ele. 13 pessoal.kkkk https://t.co/aA4A555zlP"
0,"Algarvios, a caravana está a caminho.
E o grego do Batáguas também.
Auditório Verde, 22h.
Bilhetes nos sítios do co _ https://t.co/5tpnwHHJBR"
0,Algo que incomoda extremamente a esquerda: uma MULHER que não se vende ao discurso barato politicamente correto do _ https://t.co/LEzAkFyHI5
0,"Alguem aí quer peixe? Pq eu já pesquei vários aqui....
Cheiros a todasssss"
0,Alguém consegue ver #ThisIsUs sem chorar litros?
0,Alguém consegue ver um guarda-chuva amarelo e não lembrar de how I met your mother? https://t.co/FI3uSXOCaq
0,alguém faz a adaptação com a foto da Dilma e os 12 milhões de desempregados!!!!
0,Alguém por favor pode passar isso na TL do @ohmycavill e dizer que é bom saber como a Esquerda gosta do debate demo _ https://t.co/MGtAITkuvl
0,Alguém sabe se o Habibs já abriu falência com o boicote por causa do menino que morreu de tanto usar droga?
0,Alguém topa uma com a cabeça do @powtergaist empalada? Dê fav pra testar https://t.co/YPC7OOzqJc
0,Algumas razões para explicar o Fenômeno Bolsonaro @BolsonaroSP  @FlavioBolsonaro @CarlosBolsonaro  https://t.co/oNGuWlZyMQ
0,"Alias, isso é uma coisa que algumas mulheres também não sabem e ficam achando que por não gozar com penetração tem algum problema. NÃO TEM!"
0,"Aliás, o universo da publicidade é repleto de bundões !!!!"
0,"Aliás, pra que ver futebol na COPA se você não vai acompanhar nada nos próximos 4 anos de novo. Deixe quem gosta ver em paz!"
1,"Aliás, qualquer reunião a base de violão é um local propicio para um massacre de serra elétrica!  E eu apoio."
0,"Aliás se vc quer xingar alguém direito, não fale da mãe do sujeito, apenas o chame de bundão ! Basta."
0,"...Aliás, uma #MulherDeVerdade se despe de qualquer preconceito. E vive!"
1,"a lição de hoje da mulher mais burra do brasil é: não pulem de um ônibus em movimento, mesmo se você estiver no último degrau ou na anchieta"
0,@alienrella @AlexyReis00 @kindlynow__ achas? fufas são useless
0,"A linda foi colocar no soneca e desligou o despertador, muito inteligente"
0,@AlineBorel É sério. Qq dia te relato umas boas. Sou especialista pós-graduada em auto flagelação e me formei em 'desligamento': exemplo...
0,@AlineBorel Ex: Só hj percebi que vc que é Promoter do Comunidade Morango. Ainda tô tentando descobrir quem é tua sócia.. #tofalando
0,"@AlineBorel OI! Sugeri um JV e ninguém me deu bola... tá afim? vc te mais moral que eu, vem mais gente. rsrsrs"
0,@AllyssomH xeque-mate é filmaço!
0,"a lógica coxinha é:
eu amo o cunha
mas agora q ele foi afastado é ladrao
mas impediram o impeachment!!!
volta cunha!!!"
0,A Luisa é pesquisadora e lançou esse projeto para apoiar um novo escritor. Ajude com qualquer quantia! Veja mais... https://t.co/22oWkyfG9w
0,a maconha que te faz rir é a mesma que faz sua mãe chorar
0,"16:18 AMADO BATISTA TIRA O 38 DA CINTURA DÁ 3 TIROS PRO ALTO E GRITA 'BOLSONARO 2.018' MUITOS APLAUSOS, ALGUMAS VAIAS"
0,"A mãe da Maddie vai concorrer ao 'Britain's Got Talent'.
Espero que lá vá fazer o seu célebre truque de magia da criança desaparecida"
0,'A maior ambição da mulher é despertar o amor.' #MulherDeVerdade
0,a maior diferença entre os criminosos e as outras pessoas é que os criminosos são estúpidos o suficiente para serem pegos
0,a maioria das pessoas só estão vivas porque é ilegal atirar nelas
0,A malta do La La Land conseguiu festejar a vitória durante menos tempo do que o Passos e o Portas em 2015!..
1,@amandassini @adiosiago eu acho q vc só fala bosta
0,@amandassini @adiosiago se vc acha que é racismo me processa
0,@amandassini medir minhas palavras? agora além de silenciar a angelica vc quer me silenciar tambem?
0,"@amandassini não aceita que ela fique na mesma tecla de racismo que só ela sofre, isso é silenciamento"
1,@amandassini ngm perguntou sua opiniao de branca sobre racismo e vc deu então acho q estamos na mesma
0,@amandassini opinião tb dá cadeia cuidado aí fiota
0,@amandassini uma branca não concorda que uma negra se ofenda com o racismo q só ela sente e vc quer que eu leve sua opinião em consideração
1,"@amandtra gente e as meninas dando biscoito, acho q vc n eh a mulher mais burra do mundo mais"
0,"Amanhã em Angola é feriado, porque é que aqui também não é?"
0,"Amanhã é sexta-feira ou, como diria a CGTP, um excelente dia para convocar greves na função pública."
0,"A manifestação em frente à #FCSH. Em causa está o cancelamento da conferência de Nogueira Pinto na universidade
https://t.co/ff3vSFVnEU"
0,"Ameaça? Ridículo! Estão é mal habituados: podem dizer o que querem de nós, mas vêem ameaças onde elas não existem. _ https://t.co/M5vuWGJG1E"
0,"A menina acorda às 6, vai pro trabalho, sai às 18, vai pra faculdade, chega em casa às 11, qdo ela vencer na vida, foi graças ao feminismo"
0,Americanos são amplamente contra cidades santuário' https://t.co/g5eHyBQLGjhttps://t.co/86k040geGI
0,A mídia DE NOTÍCIAS FALSAS desconhece a verdade deliberadamente. Grande perigo ao país. O @nytimes falido virou pia _ https://t.co/ssibMARmkc
0,A mídia de notícias falsas está insana com suas teorias conspiratórias e ódio cego. @MSNBC & @CNN são inassistíveis _ https://t.co/biN6YswUWW
