id,text,tweet_url,n_prob_bin,"É violento?
(1=sim, 0=não)","O candidato é o objeto do comentário?
(1=sim, 0=não)","Comentário é racista/machista/LGBTfóbico?
(1=sim, 0=não)",filename
gAAAAABj7UmKq4Q96Vo4wK9vlJFi89Mv-TaTFf4DDLxllYsXBM3zx-vEgSJ5h6BClK9cA1mMXMxu9omvePZh5X4glL58T9Q2FNzggPG-Q0RGNQR5SJ-EnxA=,@beatrizcaminha @JanjaLula Coitada!,gAAAAABj7UmKFylK7g_rmAyUhdLkAO2JHL0-Vi58qUPi6wiWUoLEJajqUvYkaNqF-SJvaP49ZqU8s63__JG5MsuH16szg0cDfzh1toFxlBWOpV5SwYy0mWBAkxa3biUY6rXqG8XsCPxfGvO5wZCl-L_-rp2cWi7Iiw==,34,,,,../dados/processados/amostra_tweets_para_anotacao_lgbts.csv
gAAAAABj7UmK9jIzySK1F44mdynOOIq-rGNVYU-xCO5lm_OaHh23oZU2EKgzac0_MnbI2bpAI5NANsMjJkdhhTohLylOxgluYLT85xT2twSXfcAXiPhkmSc=,@vivireispsol @LulaOficial Meu Deus mulher te odeio,gAAAAABj7UmKYYwm8HUh5dilG01laJRHTZM_r97uMsSkNnn1aF1T_EAtMcgLdzQ-zkSiCYdwte4YoWv-pOsWTw6MqBpf1QBA_OlBgiJzKRaHD-EaT867vqU-VmN52B_7GtX7TjZYWl774X-a5BnmP9OInakDe9RkyNbF3BSaFCEB2V0T7Prdiqs=,295,,,,../dados/processados/amostra_tweets_para_anotacao_lgbts.csv
gAAAAABj7UmKplF9BPu6Zl7go0oK09hzxNpgISjXDB0-F-9e4PKAeqkF0aQ5fTfpIui1GV_CUsx-dm7yduQs4w-nrXKsQ_QH7K6QNu9K3cs703f6TEGTbv0=,@dudahidalgo13 Que vergonha,gAAAAABj7UmK0nZTkJ7LSsFBmR7VhnWZe-ryZYe5ZEaVcpDvO2ETaXWBufLQB0sw0IDaCMECJvjaL7gvrfr3hT7rSCyM3iCAjMcU4XmkeYp-ek2IJhlxtI8a6mnD2wVARspWWZZoxVb2hVxYD1JbBcv8f9rhteCC2Q==,295,,,,../dados/processados/amostra_tweets_para_anotacao_lgbts.csv
gAAAAABj7UmKIhwum_gc7YT6d95hm1y2kigFi7sp5z2N2bPijuwUCknqNUW5E6uGAcTPQxCiMH2f0TD17E99sBYcnQWVogf7-QQ_jn4Astf-A_VXVNmzrDA=,"@fabiofelixdf Inseticida, o cara da camisa Gucci que falou que a burguesia fede para um público que pagou mil reais num ingresso e trinta contos num pão com salsicha kkkkk ahhhhh, como deve ser bom ser burguês.... Pena que fede mesmo kkkkkk fede a hipocrisia",gAAAAABj7UmK9EhbnCgZ3THIY0LehTJD4RjebIAgR334J3_r27528lyZ2gq2jLAHt2aYT-ZZXerEfIypYwo4V5ts5xLBsu8u6IsiFov7z4tU8DsZ3QVziEnNBSbgrJeGfpy_-cp0sXHFy_OT9AhYsQxFvm-IkPnWrA==,39,,,,../dados/processados/amostra_tweets_para_anotacao_lgbts.csv
gAAAAABj7UmKvzGpzMwaHGnSlbRCSlwZhRKBhSe0s3m050s2eM6yA_MkwVdxaxqX9NS12Ml8w46A3bTD_1FTfoomaU5JR74o2B5JBePHTZjEx-9EQKOk1uI=,@beatrizcaminha @JanjaLula Não dá para ser mais feias não…. Kkkkkk,gAAAAABj7UmKsThpCXByre1glL5u2W1CWncKI7Lw9XpqiunR3ddjpsV2Si5a7OBbPWo5kJ08VNreR6XZBsgurT9ftTm-myWk5xugzwtwExPPmLFRVSEuEfPmheVJFZzjvFwEtNt6stBMsd_7XBE54JHEzigBL9nowQ==,34,,,,../dados/processados/amostra_tweets_para_anotacao_lgbts.csv
gAAAAABj7UmK5vgCJjz90X6sIVjrGn9jA5QomgPCoG5ip55YaayEVlcGp_448v73xFPonjHDxxjWKMq-8rQ0N14dXCV5_7gTe5WXFYaGhNq9XGycvTQHUGw=,@beatrizcaminha @JanjaLula Kkkkkkk. Chupa cana,gAAAAABj7UmKIiSk3MW0zoeptZf-kuNEooiSLAOcWOMSeJoTESozOjHWLOmNNLVrgEye2cp5pmAiJAph7doq7CQlo1aWDXy2sm8WCbSvnnUwlPyXirebj6E5fBi00rAma1SiV2dpkx7YEVwERtFzdp92zvtcqrx8rw==,53,,,,../dados/processados/amostra_tweets_para_anotacao_lgbts.csv
gAAAAABj7UmKKxDRxEJbew9Y7gYONC_7XtBsoWoc34JY1-oRlvgi5x_qdz3qydsIEaQHFKLVBYpvtXHy8WbML2VfAF_a-sz9iwoq9QUMwV_MvY1lU63yzG4=,"@fabiofelixdf L de lixo, ladrão, louco kkkk",gAAAAABj7UmK77b4Q8uSOi2X5n9Z9gfvPCkYjcNMZbYbO33SMtqoma3-naVj4IU6_rILhBt9Vl-x5TuZTMVArnFGpWlsUz_lmE_npafPNF9KP0CkpjL4kzZzofS8Iy45ZBAJ83ckOM3HNUsHQu7t1bMjrt8s61Rn3FfcF8FZgcpdUcs1P2KGOGM=,22,,,,../dados/processados/amostra_tweets_para_anotacao_lgbts.csv
gAAAAABj7UmKjrbYfTd8u6IrrnlDbRyCLW2MTqz1DrXtexpmdKOO9xDjkuRuUiU97sYncMgtxvf_rrlfaYHzdGoBSgaUQBPEM9S04EuYqTyR_U-U8VSP3cY=,@bellagoncalvs Só absurdo! Sabia que ele cancelou a agenda de um evento de cultura no Palácio das Artes para receber o genocida em BH?! Esse cara é podre 🤮!,gAAAAABj7UmKtu8rMYCYvDeCVhSj2cqVYbpie99-RwPvdsbMgspOxgtAB7Hts6OK2wZcv7IiRaNdLOfeiGqfo9Po3-ndu0w65ygp_-YCWrqF_AVuw4gL6LUWUVD2my8Ax1sZKlfUQ2421zdfpsvS0KbCkJjaB8UW_ADygiCk9zoSLK9tcD-PJ4A=,147,,,,../dados/processados/amostra_tweets_para_anotacao_lgbts.csv
gAAAAABj7UmKBPZtOIi_s54YDy17z66mzjtiXFIa_UTl2NCKInXYah_zxiR0GuZCq_kblWZKwx0l42LZlRYbZZNuMnFSnhpDmr-1MkjkR1TRvnFj5NrEjls=,@jessicamichels @CentralEleicoes Vai se ferrar idiota,gAAAAABj7UmKyuOqwFF9yR7sS0CCV9J4brRm8QFaYkIUtD-kToTO4Pkcc3ejaLRg_q8VgeSqD1Gac8IcB4GJ47cDQNSyldnM0o_UnlSqBlZ7Ann2Vl3qGgRExrvr5BP8LM2f1pKl6Gew2t4Fl4caN9H9B9ae2mFv0Q==,22,,,,../dados/processados/amostra_tweets_para_anotacao_lgbts.csv
gAAAAABj7UmKfFe836N_j9suNIhI_ObVbZZp4158LBrZPq5R_JCQlwm4j0EZZRa90FwCtYNygem0MzXOhspikIm_M9R-o44_TCarc9WL3eg7m8ehuYyCLtU=,@fabiofelixdf #Absurdo,gAAAAABj7UmKsMDfAUh__Al2vqq1NjaZwW-_tfiVRvhohrhRGaP1Q-2PsnVtkUGs3wsg6Vv_qcZAXiMVy_Hm1EBEITFBHheiJSgTXtBj0IAHrTZWCqUSs2Ddn0T-bh6SeEwZzfPc4mJQQzlMT-m0S84sgyU9vOwMX2_7xyP9UZnjhcUp0O2yIKY=,8963,,,,../dados/processados/amostra_tweets_para_anotacao_lgbts.csv
gAAAAABj7UmK_ClPYlxxHb4ORUQt5wDq_mCcieQPk0huzJHOZCPdbAV9fyjZ9fo4_CxWTSM7q95xbME3KvGOx_k2J_eIgYI6zzYSFniKny1SAsRFDcYtoR0=,"eu quero fazer história, quero eleger a primeira travesti preta de Pernambuco a de putada federal @RobeyonceLima você é gigante 5️⃣0️⃣0️⃣0️⃣ eu sou por que você é, você lá e nós de cá nessa mandata preta e travesti ❤️",gAAAAABj7UmKCzXiSRAAb9xEiJ3MQxb1zCFosQkJtaVLpO_RGh25SUzvk-uEnkb5XvA-KPBTokzaO1jZTFmAE7nyCPc-nt7D0TzlsFZIHUE6WI25vslsoitWqMaWJdA8hLwFR5vSfppyvH6YnLxCORma_JlY-EYl5A==,22,,,,../dados/processados/amostra_tweets_para_anotacao_lgbts.csv
gAAAAABj7UmKc3LKtXdzdXz3uaXBey7X7tPR5zSj8IyjDWY_j-tAITeRC8Fsk7uDqOvOGpf18m2fI4QiCfbVeEmL5y8Y37sNKGL9hAX3cvbzyZahfYW0AaQ=,@bellagoncalvs Ciro é uma vergonha! O maior narcisista que temos!,gAAAAABj7UmKtFAR7Meo_MPwY_koIJqSWm7PTFzm1bmrf3bmJLNP7uBI_ewqyu7pmk7WGJ-_vzVpOuakFb7vLHnWcMVG8WjSug1BkTUcEEV-sWIaiv4iBkZ5qyZyLAkv6OTwpz7G8amMwy2Epj6sPqN2DwP5YDgk2VhT53-nK_uK6vGdpI2tq6U=,295,,,,../dados/processados/amostra_tweets_para_anotacao_lgbts.csv
gAAAAABj7UmK03z9OOnBzFgpmm5B-KF-N1uE2jtJ6o6Q2uw1xJWOzv3u62FD6ghacVp6j4jf4by9xWw4nK3i2iAO6fbMK4_TlFD8nRG5g07w7OXGndwQbpk=,@bellagoncalvs Vocês já estão com medo de um garoto ? Kkk bota pra fuder Nikolas nesses frouxos de araque kkkkk,gAAAAABj7UmKAv6oBvipZnQbb7aesTNMq2ZRSN7RBho7JN6IZLUX2PV-LvHPUDVZ7zh-0swTUXIem2sS42O5e2ngTMBxyGgg7ntTFx9tULKhKkbbur6hQS2uvYInKt5zzQluPfRyT6yRriZgvqN7f09I8T4N57LmOA==,22,,,,../dados/processados/amostra_tweets_para_anotacao_lgbts.csv
gAAAAABj7UmKnnYRIyZixeRJR1cC3iMWeXS0n1QRb381fxhiMh8CgPtypMoARg4Mk6voRN5xrrghJtBO4767Xg7Y0tMxbtWKh_SFN9rLt6TKQ4rt0uSTF74=,@fabiofelixdf É isso aí Ibanes coloca esse bozo no lugar dele kkk,gAAAAABj7UmKlIOUXdY6emx9-2jY2zD65hwYCPkxtRam7bDhjQJzO5Kn8fk-EC9u9VvLiKl62YohLXyes4A9e6N6g85ylVTv1g-cdj6PWKtRXOgybpO7Pc49htkiLaoNxygYVoq1E8WejvKmmZwl6h4ByaUTEEmabiwl-wcKNKdVbi9ZYRHstJk=,53,,,,../dados/processados/amostra_tweets_para_anotacao_lgbts.csv
gAAAAABj7UmKGf9OEMliErMhg_FG6xo-AwWoi3FVf4ojXcXbOPS7VleE2udzYlW7MD9VbEGxLYXEw9HSo9hJqZKlXQCRBHKHWWem2nNy0mEsZrxcac7bO0Y=,"@PabloAiresRN Vira mato né, inútil, devia nem gastar verba pública com essa merda",gAAAAABj7UmKi6Nr7eAvjRuy-3O3PBjyFoRsIt2tveoaveCahXyG2szlU3YQwdudBcr2V33T4VI2S6aAXFRihhccJG6ApP5YfwSE_8pxz4BySVutFI9das8rXoASNRki4C-auB_pWaokVmQ4ybJXCwrx-qwDWyIVqQ==,39,,,,../dados/processados/amostra_tweets_para_anotacao_lgbts.csv
gAAAAABj7UmK0AfUN6vKoLGyHL0Rx40IxNZRTLrzkqPBqX9E4FhtNSngZJyBDnY8Uib0Z2qtwilfV0wM8yYY8TbYGdvoaN4cs5noJNtqAqIHw6h4YuLkzk4=,"@bfeministapsol Kkk isso acredito que não pode ser a primeira coisa que vc vê e já rótula alguém,pence antes de falar estrupador",gAAAAABj7UmKlsS17lalRFLpO3kjPHFHlzYl-Q7shhUje89d_er8ffrm6oqqJ43hcVNfZQ1jnhnXvXQFq8w1ew_XgTmJ7dmeh2Ro5ZBfL3JpnYFOAkT3diRqy0gSi5xk-SuzBE7NazbU-_UtbgKrsTG_n0CZh_t1oQ==,39,,,,../dados/processados/amostra_tweets_para_anotacao_lgbts.csv
gAAAAABj7UmKoDSDG-HRKwCm4Doo0yPV-vuoH8bSME3O6c1ASRUsjWyqB8ZvD3bXgkiRyGT-G9l9v_Z0z_SM10ZClWtcX8sBJgKvU51FS99sKO-pE92ipF0=,@beatrizcaminha @JanjaLula Tá de sacanagem ??,gAAAAABj7UmKoZJPfV7OlepNH6kgxZ0w9C7xlOaj2beU6MdmebN2nwgpjUNWLqf5kdxyQCFsOvOCzPupR7BQI3qeRwxoW1SBj0LpNI7E77OlwpVzH3H6TnBJon8I605f0tMVnn776Zb5fMptns6uvrs8oLBY17-CsDJcscpdHK9ril6eDDUOkP4=,53,,,,../dados/processados/amostra_tweets_para_anotacao_lgbts.csv
gAAAAABj7UmK7vGeQS-fl4TNzmfUPuZXfr1hsOB3BGG5uoJzMUq9CZOY8ENfZgyL4uwKk5XGzQ9TQ5RsQBrVs6VA_P0ubkIxgttQcrOrku6-pNTaX4-jDx8=,@fabiofelixdf vcs são uma piada pronta . o desespero está a milhão kkkk kkkk chupa petezada,gAAAAABj7UmKTXmbXqI_my-fY6jqcq6lMQ66Eo0mOGNBeUzN_QCFaaA6lhqgxVW3yk7fQm3W-_S4qbrQvOzTbVgnj4i9-nR84D0N6iMVSpB2aWCcSHIsHhbF2hIfKKXz5ykNLpH1b-6-5BRZTZMAd7PbAZpBXCMQtrsZvVFISyM0BbA5ZyhsohY=,34,,,,../dados/processados/amostra_tweets_para_anotacao_lgbts.csv
gAAAAABj7UmKsOXNOWSF2Ywlobpkmm4KdGoKrsIYmA0lENQnUsOJvXcogp_1XO5AzEoj4_-IApHxom7Ajrjfbx0RxLzk3FCJxXTQB90z-VRDyyZkkYRZVk4=,@Marilacerdapt Habla mesmo mami,gAAAAABj7UmKkkZOWLgIDab2164jIEXmDm3N9BxHrmJtG9qWjOOnwb2PmIVBgokXmpBHf39Xy8cHCZioUJBq5yLOSCn2kmxeboXtemxxgo0O4x6rzz9l7Aw0OTwCrASXsSDlQCzhHHIZj8G5--CHWcUjsbpvH4-DPA==,295,,,,../dados/processados/amostra_tweets_para_anotacao_lgbts.csv
gAAAAABj7UmKl1d-LBPufe11Ph23jcOQCRIF7fxq9H6xv7h2AAIP8LYPE7YmDm_j-iZJ3Tezt3uUWYN5l2hbVB2wf7yrAJWodxgupZzY2vkFkPp6Hu18Uz4=,"@Izalourenca Se fosse eu já tinha tratorado era tudo...
Essa molecada maconheira do ESG é chata pra baralho...",gAAAAABj7UmKZc_4VW-qCCrHCFQeovWILNQmNdkD0a9wTqXlfXyzVNkW3aerhM_y4qdhbtA5wvAQQUSEPB6qRx2zTT104_Cb35t6LCfEn9inFwhhDCIZy2obzViXKOT1oBKpX5E6RJ1yyOLNOcO-7m8YDJmHEjZZ9e5d4gpKNEE6gQpghpi5eeI=,34,,,,../dados/processados/amostra_tweets_para_anotacao_lgbts.csv
gAAAAABj7UmKPmO0ZORXT8Xd5ftahTuaAtq9LqMMAKZeCewubfCiKt-8nqS0ER8eC-nYeSvFLv3sJvRdxvH4lici1KVbfx2c_IHdRI4KeRDpTb-sgFWPoh0=,@beatrizcaminha boa noite! Desculpa a intromissão! O que e bissexual?,gAAAAABj7UmKpg264tcIvTDATpNgT9m0w8Mkjd-KwYRsEQ8Ol0kx-d_BuNDli4hcUQfEwm5YHJl87hqMNF-pEY-L1B0u58l2vxN5FnJ9V2MzuypCD2NIEMqdWJSdEQZ3iPCbaTposIgZs_N8MNGwHJTiBoOyUh8IoNPEudDRAI44lalx9jcb6bg=,147,,,,../dados/processados/amostra_tweets_para_anotacao_lgbts.csv
gAAAAABj7UmKo3lh44PvnPnDsnFhH5ogZOGTYaqb4DysQbNdg2_PGG3rVEXHLiDucJLHNCmX6L-GGP1Ks_MKxtkp6rDBS8r7ZTuQ2-bXP1llNIKAvf3VWTE=,@beatrizcaminha @JanjaLula Afff.vai assustar o cão,gAAAAABj7UmKt9qZLuEa6hwQ0Reke3W8u0TErFqhOWxm1mHeWA20NmFoc1v6RTAnXAKj0yW4X_Argswf-an_qK61HXQEV-b0XdnaEL6YlRtKEPCmzmhq4dOffmCLxRaavZzwt9bPMhqwcTGNwDNGN1jN2S1onyLY0sAPbBl5BIxVHSn5Kg4sRUM=,147,,,,../dados/processados/amostra_tweets_para_anotacao_lgbts.csv
gAAAAABj7UmKz-1EFNqfO3EgFWM8rgTaiQK_p3scgDPFWlXuQO5WytN7pW6DiWPrgCzycx2Fja_kvCXWc_SVQ2Py-49B6hkSkyZPfAydFV7BDhoLDEA5Q0I=,@BennyBriolly Cabe recurso. Calma parasita.,gAAAAABj7UmKfDw__IHPtk8rorU8MiNMU2EJcSYaLWodlvQ85KCyHyz9vHnny_Kbu8Wqlcj-yhIlcUmE3XAkEGtmUqOvajfbNwvez5MOp56D_DqDt8jci5BpbdEYcOiNS-BveMR96Z0-L-AN0kO3GeoVE9bXpez1A_WC1pWxiTjr2oJd-2FXp8Q=,53,,,,../dados/processados/amostra_tweets_para_anotacao_lgbts.csv
gAAAAABj7UmKcyMC62ZBJCkTTwhX7NdJFfD9xuGLSES_5DBKJfEZ0TttqQlIIzzkjRVHNFKw44GW51Fry_3W_jRTYnsE7zUgjOrplf7Jb08WUHk9s2-zvlc=,"@mariamarighella O MPT da Bahia, já instaurou um inquérito para investigar a fascista, vulga socialite do agro. 
BOLSONARO É RETROCESSO",gAAAAABj7UmKZQyxJW5r_GJtvQaW8FaWoaJeP3Wm8NpJuZbWFfJc6g8M6w2g7wX0ELXlza5g5wazziO4zXC-C6iAekP0AaWVo-tT11SL82tcLSxn6JqdAwGHZ-UzRLuSCDhlK8QN4UgrZGZHbnxYwEoKhjJV3VIfIOeB7BO2gXo9--Iyko7C3x0=,53,,,,../dados/processados/amostra_tweets_para_anotacao_lgbts.csv
gAAAAABj7UmKUMBtHU-rWgvYjJ1Jq4GQFiBO73FvkFEbwrA70aiZUU3qk7u1UUcjDHFAXvPkMQBEU7fBYEsc08DfKODJla-4N-lSVYHHJfh6J9I68GgGMB8=,@VaiPaolla @MST_Oficial Essa raça de Bolsonaro tem que ir tudo pra cadeia,gAAAAABj7UmK28YEFXtxv72IT9x7_s_MqGZjSnZpReBYFU3Oqydvf409YW__JfTeFy6DYO7kRVdwabgC5Nqx5OKVaylgarE9gBAPoyQRLes0IU-NQTy7hsuL6lccdeBGgegczOcY3K9EfNGonC6TQh1e-pABFCTxrVfhdkbQKl3Mtt1rc0kHnl8=,147,,,,../dados/processados/amostra_tweets_para_anotacao_lgbts.csv
gAAAAABj7UmKi-FD0EBFH_hUPOcM6JDTzeZ0c9kQFT3e5KX6pUziGtWiK0yDME3g0gMyuTZWouNlrhJ7_juatls61d9FZD9Lgm1qw8Br4TWQdgPa1fB19V8=,@fabiofelixdf Ei nove dedos! VTC mil X https://t.co/pQ14q4OUaE,gAAAAABj7UmK2VW4pfxjdR3AoadyehsRvSh75QqavfboiohS_iPH8vYxAaJOFUCpfF4q989OkW5K1IbiejLeSGKr_yN95v6sNMX54mSDYyFvxZglw30QGMpiTHMO9XcHpeEsb-p-3QcdBN3ZVXgMcTnZIrR7WKLiIw==,768,,,,../dados/processados/amostra_tweets_para_anotacao_lgbts.csv
gAAAAABj7UmKxEyqRpRscuPURSq_BYdTIc_jAsxdf5_2ce9lN4iJgbFYbzLkzmOCQik12CIS-H8iOgs9cun-kvp0GSVlwvrdwmFridJK1UkHxEBJoc5FBog=,@beatrizcaminha @JanjaLula Kkk piada,gAAAAABj7UmKVMw_kdyS6oommF1tm3VQ5zPMMz2LvmdkSEtNriQ1vpoXN7neGQDvIG-7F_GDt4xYfxOlcMPRM6SSY43j3CY2GIJUX4pfLsNp0YCK4qjk7dKWdUg_XI46BPDj7SDLyftZFuVoLICdXoXQQTEfBgiDhdfbG1sjB7BzGdC8A8xdG4M=,147,,,,../dados/processados/amostra_tweets_para_anotacao_lgbts.csv
gAAAAABj7UmKo_NOY1tY8npzHIwQ66X1ja_z_3LlH5tV21_lsO7gA7JJ20uQlHCGz_SPF4-atDyo6qAo-5mIC1cTUsnqHJIBtDhvKmvhVwRS2VJ1SDWf1Z0=,@bellagoncalvs Só ficaram as antas,gAAAAABj7UmK6XyG_i0VX7_3Up1xcSZ5YQUglJDDQzPh_DL3KeYKbtEn6LGFn7ftwaTXQ00JQ5494k0_uj1YZ6ZsOFRbUZLoULJr1fLN8BRzD4EbTOpm5WmOW_zT2GdaS3cZKTu30jp8Vs5kmvUQ_RQVVzg6LSxnwzxqz-JZ4orLAJY2Wvft1ik=,22,,,,../dados/processados/amostra_tweets_para_anotacao_lgbts.csv
