id,text,tweet_url,n_prob_bin,"É violento?
(1=sim, 0=não)","O candidato é o objeto do comentário?
(1=sim, 0=não)","Comentário é racista/machista/LGBTfóbico?
(1=sim, 0=não)",filename
gAAAAABj7UmKyAli7RxJHArV_i88WtTeIGPO9iymAejBrA5WgGW24rvlacxYs-Sa8uzU9YipsMAkZ9NXfi-l_4MIUZcwLp2tcr8re6pE2VX_1osEmZ8_Fw0=,@andremarianors KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,gAAAAABj7UmKlEVCV47JTclLB9rhBCoEomjmxbhtRO3O6Hnbz_wFtGG-8Z7YeToxtglyTpzM2kbqdWweXoaOe7irHc7hB34vQkWZ4nt_KY41aGRBPuDPkZHlsKAUtRu8xatPitXtQLr48mmMncpV2EPWOFP07xNwOD_7OR9aKV8ZJq-8f54CDE0=,8109,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKB5vP8Pg1guPJ3BfODiZnl9dTeFbZSHL1DsCvoCcG_Hil1haKkCvEG5B9TIPb0oyRHf3PcWMzfZkrFiTmZhx5PmCJkB1_ZJ1TliGBrB09rTU=,@jfernandaBrasil @thesouzagabs Se manca.,gAAAAABj7UmKI4V82i4DdvEGpdw9XE4VClVfdqiJWDekNF9ppxt6Qo3pgFr5ds0s1LOS3KIcQkvBEKFardHEZrFXI7-vbIVOmET9N4ci53565ezXRQD4Yx4RFrHnaeBx3_DGBBGwjg5DFKTK5pIObapWvg9ZyOTzJMsrhQxZ0P53zgjEYVhKEIU=,1289,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKC6WhAdsMjYVzv9knMQxdr1I-T0jwcbFRx_0PHRTdMXacnMMblt-jNfneZRJsfZz4C-G4bYaVw2tIBaRi7jEyHzxRCXrEzi0-ieVQe7Ot5SE=,@Eunicio E a fazenda que você roubou seu pilantra,gAAAAABj7UmK3jF4oPAYi_aAOjFMghLRCfAiNlwldPwT6QXx81SDvQaSV_yMBTOwBsZRk0c3xQaULj6heP5CDLmxEkkftywi1Blz00omGTFq2aJPGFfIE8LOVuMm2DhR-N_kvh9UuoJNldyPySMp5Lh54bE6vDPJ8VHNvs6CzmK4gyonrdJprMA=,396,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKozuDH5q3olmAw5YLGWvi_oLtK62MOzrL12Kk533gnxxKR4CEOAk6qIahXdvdAYgvQMiEa1FIvLKRC4dol2Yjy7_gqyFfidWDZNoqDZ41GAc=,@pauloeneas Vcs são todos nojentos. E se fosse sua filha? E se um homem beijasse vocês? Iriam ser tão condescendentes assim? Respeitem o outro ser humano.,gAAAAABj7UmKrwgwqvbsCMmXKbrmlYZoSGhMmtAMUMg_nf5ErV-6WSrfI8tcTinnvKzLJ9faveOp83N0aFvOu1vBUkWkjTjQPNGwLiY1nExR_gJZL6jU7Q56yo6fNkhG7fQPIRc_VhJp9nkIEIpIMh_e7GbA4kHcxDkYY5ERQZpVrc-Lb94X5IM=,3525,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKDV50hkW6bK-TfFtsOFNwW7zlWzsvS_eJ--ck63xt1u1g7sV4sdoOIICMnuvUpafLR-EHc2O3WzQTFqDP8OnEbCOID0gki1QP1ZkYlHkHUpE=,@camara_sette @rubensmenin Vai se fuder porra. Vc é um dos responsáveis pelo galo está nesta enorme crise financeira.,gAAAAABj7UmKBK4RnFdLMDlLqMrD1dHeNqNhTMCANLStrDxwBEb6LCNGNZK5FUDN6ruKaRfN8eYwnPMjYXXKXjSkr1nivwyY_7HsVFWW2cfEJKvrSH3Mza2-pANWkw9mVJG-b7tWM14OjAX_ww6bJaW_HVOiODVkwHr1eO2oLZHAKkJLriDWJc8=,661,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmK_Luh-SKj4rGgyT83Vbkyf2AofyHibQJGsTQnvSit8k-iMLi2xxwxquqhNmETRQyiDluF1jiK2dCkFmV3Bf9LwYp6OzJFnK1HGzr5yrIyMRY=,"@fabiofelixdf Inseticida, o cara da camisa Gucci que falou que a burguesia fede para um público que pagou mil reais num ingresso e trinta contos num pão com salsicha kkkkk ahhhhh, como deve ser bom ser burguês.... Pena que fede mesmo kkkkkk fede a hipocrisia",gAAAAABj7UmKllenY609731e98HpLUCyHEhJDIZfxMyMSP1Z2ai8PEaQUiwdGyxP_8cnCeZIc_GEk50dKfvQlRvedyU8w8W9Aja31C0nXuKo7zOB_VVjyNozM6IqWsFq1gmfdVIZU23o0ofd035LCoxnvkHg7iEyRA==,566,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKQ3ZI3AtUXGdhZWSgzXx-xURVvtwLcxvy-vTWUZDcuDYFTUS3ylxvK0hDPgeqozsiQaPUcGvpDIb0q3hsYqrRFxogLiVCBlSzUfcQ8J73r2c=,"@juliarochasim ""Privatiza tudo!"" Não surpreende que merda tenha fixação por privada.",gAAAAABj7UmKq6GHrNkBt-ocWjztS9TiABTT09Aprkl5jATx-zK8eVFZwwC2Llrwb7a1kIfqqwMKmRdFOiu6tkfOc1vYaO7v6WhcLKKMRZW0y-8Sew6dQfGhiSyaarzeeOWHThEUI1FEkkIKjW8KFz-MsyLLNBBf-A==,3525,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmK8WMBJXNM1riJj3EOgYXYBzQLBTWxdzub9JmXGeO39KM-dXFdx6G7Cc2jvhA7N5GuRXLkiCw3mQG8ZvoX8MA1UOG1zSsCuutQLcXWot1GEiI=,"@Izalourenca Só quero saber se acharam o cara e deram uma camassada de pau nele? Pq NADA justifica o que ele fez. Garanto que se fosse um cara de 2m de altura lavando a calçada, ele iria passar quietinho do lado. Pra quem defender ele, pensem se fosse a mãe de vocês lavando a calçada.",gAAAAABj7UmKxOAEmgnneQZyqOdFXbvgY0SUiDoJb3x79AQ9hnjHtzJo5AlJ9fiPcfGQnDRaTAVUUw99rfKnYB0OSWLx8cQj_QEctBGOiolo5Kao8fCpY14HtuBgkUJ4lScR48Ltcxj-9u6nhj0OewU0AWOSt-1zmA==,8109,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKPAykUVS9XFerJ4aYL6p2WfPsuIH85uqcn2RtVrVakS9WtlWgria6r4W1BV1k-x7sre96DGCn0Oeqfbn-q0XrKDga1sWkblikDDSFmC0Abk4=,"@tiriricanaweb E ainda, por cima, seguindo a linha da Onça Trhonic está sendo misógino com a intérprete de libras.",gAAAAABj7UmK_VFCVp5doO1OgjueF2rg3Qv_ADU8zPmunfP-rMSe31Iqyy_34EAjKh9GiUN3zp840Z8uWo8ouShUcIcBdGU0HMKF4ogn7xuc6BRuhbqPigp56yndRMJahXS-_b-b5RvdqRIyWdJfjV34j4r7OIvmHg==,661,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKQmz0WMhoDZdY-Zi6bO3bMuGi9rvwQ9IiWZJcqGwIsKJ3O9n3JRIIf72WnwNju0tryFRb9A9XAP9eyigCtsXCbfIv_SU_6SpA9CZPk0w3dXc=,"@fabiofelixdf O Brasil teve um superávit nas contas públicas de R$19,3bi. Maior índice em 11 anos. E outra, inflação boa é a de 71% e 62% da Argentina e Venezuela? São regimes apoiados pelo opositor ex-presidiário. Vá se olhar no espelho, você que defende o indefensável.",gAAAAABj7UmKzhJ91xAhWeQVKN6b2OafZrmtmeW9H9wiSaGiYPby7HKG-HhZPBakOe_V-iCJhfXrFRm4_dL-5CLK6oJgW8H2QULcc8N0HORyUOcqmfeXG7tUHt4J2b6H8ajhK5lmTxa_A_QCLKMji1zMZx7eYX4igrkFdl60JVr4ChRWT3Q642M=,66786,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmK-woNDyOKhAu6zsXpV_QF-H5nbbmq95W3hhDGN2DyvfIzhDCvdNhaNMmEy1jPXdlyFZjtOOVOjdXhMCI6MJ6EY0UVUVNae6WaFwJDxWU6wKI=,"@GMonteiroRJ Tchau, escória.",gAAAAABj7UmKYsQzVnYqZnYO14_t3iipIMP_TH-aUR0uRj4bzEpO2oAa0Q97DJTcP7BQO_MQbbhsL4NxBVxVF8etD2JSBC_Csfk4Lhqq0TpSknm-sNsxnPfg5ieNWOeWwJ-veepBsSrr4lX6tf_z4oiHmoT6kqzbuA==,1289,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKR3D1CeEhs7Rj9FflKhzcVQKFq8sJlb8J1tAwrmFEeMlVi97C0aiwRw1OXS8ZJZ7zI5jKPevsigntU1NHfiv1suDs68jr5RN-amQtoBY4h3c=,@guimaraes13PT @LulaOficial SP Parou de acreditar nessas besteiras que o molusco fala,gAAAAABj7UmKDW5qwtAYe_Oca6sQOCuwfyOoDfiImMURLb_5-yNsbTxw1AFBhuTJ1y_6SqhXeahURoTnfYKDbipr3p9uLTeMFAkjDYpFzXTrETIENjbIdz2M5yCzH4Q3uW9T_ahBuMXdHBMrFuYjqqt76gWSVrJ6FCdPwpNPkCeWDA1ppRYNBeE=,904,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKENhta9WyRytXx21y2rVdnBx7AIUBDmE2CYSpJr_MrZmTqXk7xcstUXURk6wIDcbOvwBwBWjgDL9JmVc4GlIqIeCrNoG1dtsPw9RoZAEAUj4=,@MonicaFPsol Lula LADRÃO criminoso desgraçado de merda,gAAAAABj7UmKUjjvZkSw0JgaQPKYHf7cGxZF92c0nYXByd4yXcg6vEJu-AqtF_9Z6WukAaSvMazT5n-H5e-rfBpEJx_wpbadd4HCJO0afm3jYo-a3SSMiWAziDJMjxw2BkGpS5h71PnecrLDsi8k6400marySHuIhw==,280,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmK_UnwIxjqQDJCbH1SksMZYLoOaayhP7t7wfvJON_-p1VXqnu8btiicPQboofD8wBDnQyr_TlcH8Vwj8lCFrZgtvWkIHloYQSLC81Ug69FBaM=,"@ArthurLira_ Alagoas parem de votar nessa gente lixo, bora sair desse mapa da fome olhar para os mais pobre . Falem uns para os outros quem é o Lira abram os olhos do seus conterrâneos",gAAAAABj7UmK48rir_ZkWMly6D9JjF1Eun-sY3i_pmwv1SvjVSFE44cqtGDGMCGYCY7xaCnRPM8EWZTt1HLYGFUymhJaCnxZB1s1urejXFTDAZ-K5RwK00i9yA0T4BaXIJiEF9tXEocYs4jbIFylXVH4EanmRGQqrA==,2027,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKXXFpXZmwcjMKqjj1SK4K8ACaUUmgTBd59whvIm6M6ROAeyqmJRsyRWOOiWbha7h_txQpPh1zYVmagexT8ZExJCqN3p9peP9xycwLu_t-1cE=,"@GabrielRBCO Tudo bitolado, um gado ridículo fundamentalista religioso falso moralista do caralho! Tem mais é que se foder mesmo nessa merda de estado! Puta que pariu!",gAAAAABj7UmK3n_uwZKujOI20LAg-dmnucxE9rBaqaVx1uMTnQihV3lqU17gOAz7RndZQShqr_FiE7tD-Ap4TQJKW9RP0_40gVKS_9D_raAOTZniqXqqctIx8MjalICJQXYHWJmkZPqQOFQHHxswXpEWI_pC9s9Q0g==,280,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmK9qV7gyWi0EADU8yLwRdLFWlWf3PqkA4NTtWn9k8oLxvj-mToVVIfTiLJypOVG8M3856t7SNM3-HKcCIsF-nUTwhzZqSzUuACfyA7FFzDt1g=,@FernandoHoliday Mas vc não conta pq vc é idiota,gAAAAABj7UmKIB-zWcJNDzixtrn-8J8FhGxr3rTywiYXIZpCFRxNGFOXTgn8ccLRj5IQWmAwcbNQ3CZefD9C6tRchtTFYhIrvO5UwFpzUpYeSi7uQ-oT9Zw4S0reu132KptGshUAU8EkfsO0TzveQwFdouVSo8w6RMBd9Dypa0s1R-SrQT4KPC4=,904,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKjZpwTeEMLU0aHNpYDJyLqpM1_sFIi_wVG5mpAC91Ts2JoKL1vdV-cDBUuqXvexaVDwq_p7DU_-ThdBS33EJoyQy6dpG8cefep7EKf8Xoo6E=,"Colinha de voto no RJ

Ali faltou, mas pra Dep. Estadual é @BennyBriolly ✊🏾 https://t.co/DWQQLjIQSJ",gAAAAABj7UmKM3-LCNwUIYW6IZcsrfLWa9oR30Ql2-sPUFh72xrIRuGuO5obpI0Hr98KCWrueYsKpHqyMpbusxKdHgPFQWt5EutjL5zTzzxwXOAUpZX8mSp2LW-MPe1n16yl_TtArc5aFMAiFp0nLgHX8Qv9Pumarg==,66786,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKFGlJEk7c-EOff9RRVpilPXszs0ZFuDX3q6jvpimPUgJs4kUYN7FILmYt2YxjQw9R0hLTevcTMWGoFIkh1MdCn06x5c7WKduMV0AH3hq9a8k=,@TenNascimento Kkkkkkk.... O inferno está cheio desse tipinho.... Kkkkkkk,gAAAAABj7UmKnr1lh4QfxuN4jNODSwhjZOKjHn8lyl8qwYpJ8OdLBSppEKg_Egf_Juam4mzAyUH0TlU8x5O1U6ypboUCXDI07p7IWi5a7rQNT-14aAn3l89iGKvZ7Gm7zK6TtndPqrrEK3u2cQGDBWqHpIV8XUO2Cg==,1289,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKI87LyXHY7VprXAuTAtNXx_rudxJ0Ov6q0yzr2c7nJwNVx9oOY9Vdck877TL5uivR3z6q2XEuRuB5Ck4vg3lCWZl_vs6bLezFQDZoyYcFH2Q=,@perpetua_acre Só vagabundos da Rouanet,gAAAAABj7UmKtr8UwchlaliZSkh-atOV9b8XEIFU4mTiDjDr9ygz6LyNjUJrTvMV0ojvIwMQnplHg7WwodQiyspAK2ULF3so6rU2E0mqkZCL5gFiOa47clv3oMrmvzA1ba1zmsfWVoH5rGZcNQR3mcyeRuCn1pLVeg==,1289,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKKFDE4twEz7-rebbmonKxUREvIyXfwnqaOZh9D7dcDLoPYuMIbMEU3yFMXcKSOg0MicMeh9mYUj_fnAKofEQEuL8fhc4PiI9Z-vV_ftMVjc4=,@guimaraes13PT Fala cuecão !,gAAAAABj7UmKHNI5hEoA66b52UCNuud4GxLJfQtaM_Emd3l5Fn7kPIwfcyjsbPhBZG4urprNie3AgB8FlfZQ3CsH5DSsDEABmxHvxbev3RCXMGVmAuh-rE_44GRGgwZINjNEB8GKiWNOSNP-cfPrbqZ2aGKQHgfqbwBXD9K4UvtgSfe5Elkf6Fo=,661,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
