id,text,tweet_url,"É violento?
(1=sim, 0=não)","O candidato é o objeto do comentário?
(1=sim, 0=não)","Comentário é racista?
(1=sim, 0=não)","Comentário é machista?
(1=sim, 0=não)","Comentário é LGBTfóbico?
(1=sim, 0=não)",filename
gAAAAABj7je3y84HaxzBEstIINqozN6r2CQIYTE7XSTfSiwGQKLoKTefH-sIkvRAHAn1ZzMKd9mLxqEr5OE8MNSGIMWiQVM8pEkLByw4vlC-HvQy_Jaiv8E=,@beatrizcaminha @JanjaLula Coitada!,gAAAAABj7je3XqpgJumuY_Kf5E3ebiEMqO3eVtSo_lEB7NqhfywI8HkK-WRrwW8h3mSdsh3Ok6cdzQbQHER3WxFEl3g9gJWY4HL3mCTiq22dFQ5nRLfQNPijX67nJRLdHNeUdKVOrxdHI3a48I9KkK7l4O3uN852ZQ==,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A09.csv
gAAAAABj7je3FlQZYawnlWwRbFe9SdTb0t01_8dk9YANNUL4x6NFcywPgmEYzaZABvP_3Y9cKS2yjsi2KSjXdNSXhMuYZ_O3271hO4GlJj4axWN-B-jCi7U=,@vivireispsol @LulaOficial Meu Deus mulher te odeio,gAAAAABj7je3VT1DI0fAZm6YuLy4BjygMu7qQkDdrkdZz-JKu_YwrL-Rq1S2FiOzbmDvb0yS987mXqtSyU0Fup8-G6Fes9UQLMfuimNiImLvEuKXolRhXkHCk4q3iaz8BDwJ3Q68LYgwcnhm-zltRI9WOltrzOPWGEH9GSr-xQdmmvvsiop6FsE=,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A09.csv
gAAAAABj7je3TtztC8IqMyNpyTyI-5WZaNEbRK0IxTVwQ3mmv04eoC0iVXDummE5wisEC9cqyBqQpyhTIRDdAODqDV3wU2EXfbLR1cmDsgzrvReawteHyEU=,@dudahidalgo13 Que vergonha,gAAAAABj7je3Z1nIG2q1OUZvDzA_rMOx2cbw8FnUfLSYG3QT9Owbw8z6rzqqvvCrhWjQMyZOB-GmKnu2eNvAeOZEVkxAyueNfFkpfN4gvlhGw4NbrXokRXusgpduKcgMH1xWYRMrOq7zHpg-7TJg2Xd23icbQzLb9w==,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A09.csv
gAAAAABj7je3_B1V10usMzbMEGdxvUwONH4YPz3DmpQ8N3M2n_ABqthwx_f2FaeKsmiCiS18vsSzulFa1qL5AabrYLsO_6CHh1CTkBBr0pyjTiqZK1bcG48=,"@fabiofelixdf Inseticida, o cara da camisa Gucci que falou que a burguesia fede para um público que pagou mil reais num ingresso e trinta contos num pão com salsicha kkkkk ahhhhh, como deve ser bom ser burguês.... Pena que fede mesmo kkkkkk fede a hipocrisia",gAAAAABj7je3ZBsgynWb1RllXC72yD66KjKpIqevtX7iDaGtyKf_0EfIMPlCRzSHEfG4nDPU4OCN7XvLey7Caq1eRMpSJdlSg7jn2TdpAUl87P_Yr1CcW7x4ILHnY3s8PRWQc57gEfJJlpyXKUXB6uWnCO7qoJV_fA==,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A09.csv
gAAAAABj7je3Jbr8GIb5xovSXwN48b5qjMx7JHgyhSiBnIe3TYx6e-TDDegV8XvTXfnwlGqhNfbGPTLgKSVgY9XsnuMxMQdrnhiVLwqeN9PkNifHPBRVs5s=,@beatrizcaminha @JanjaLula Não dá para ser mais feias não…. Kkkkkk,gAAAAABj7je3fpY3hhwAi3hXFhBR5mTJ6cS3xbVLBRu-G_xHTfC7UYYTktTiagRuZDRTActbaoGgvJCYPIhjulxrSgQNtOkuZ2SXXnLWm0EUH_dCVu9NhErxGGWxrNt_Dj8n89f2y0IFWDrrAhZpCN5DZLxQ98ti3A==,1,1,0,1,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A09.csv
gAAAAABj7je3W15uuQ8I277Qet3-dubg8o_WZOviN9NWvB7FsCKrYfPCKI__wK3tm73KaM6SQkvJPU0sAccTrtwiK7SeGdRAz_7EcDYeShTwqKD8STCg270=,@beatrizcaminha @JanjaLula Kkkkkkk. Chupa cana,gAAAAABj7je3SyxyVd284UY5a3mGfMiI4Z6b3Ndca7LfpeAezUmoO7XGzfhIxEdtJCPmv4l7BCjk5skEvKgAU9sf_GQWiV9d3WM5osEIS4TKOs-MUIBTF40PMEOh16QFI8YzCfaeSGA6IVgy22iN63DbjQcVWdsD5w==,1,0,0,1,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A09.csv
gAAAAABj7je3nMIduBdFbx_2vnlbicvrsWGB5nC4zz9XOcvpO-_mdka55K98WFbmWUCLPEgbr6fsQN4jc4sGq2g46Ss_WJqaGyZvNpyUnWO3JCHO_WkdqkY=,"@fabiofelixdf L de lixo, ladrão, louco kkkk",gAAAAABj7je3UsGSZyqU5-euVFRzBimVvZwPL21tbho3mnUv3demYjwecfuv8e1wnttq4ELf_xkotjjBNkSc9EPdVHb9XGKQzY9v8leczmzgnE2YFmFEn4A0dMjgA0LJCxixdDp0NvcShbJEXkRNvcKhh-Wrwn22tRxfUPRppCNivsNj_8qk_lc=,1,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A09.csv
gAAAAABj7je3wfxUhgTtMVtfV5ySi5dIiA5Ldrh76rg3xKIMxE1_I-2uC9NEpoCg7dIoNcuJ4aujoCCsJ_BWVZCutBqX8u24a7-VrQNS3ovv8qlIxDrqSCc=,@bellagoncalvs Só absurdo! Sabia que ele cancelou a agenda de um evento de cultura no Palácio das Artes para receber o genocida em BH?! Esse cara é podre 🤮!,gAAAAABj7je3-m6WYw_20-t9fzm4TnciX-XifEKSxGwrJEa-D2dsKsMadBIiLRSAMjSsKFflmtDFq-a992lZLtQn87ESBp-eKDkemKpAM5XvIKeR8BqSYRK5aR2xlufAm8Xmy5K4ODxVLzUgyIJFFaM8ANRpwYvFZwP2AXe1MOGPyKd0LHmWkIY=,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A09.csv
gAAAAABj7je3l4BQ_Us5vMy1BBsFxq8k6vaXwX3FDig1kNTajydt0qxGKKTMkpmWuTucU8bXD6d8pcDL0ku7AxxteT834zO8eyK5klUabdj3Nv-_olL2cTA=,@jessicamichels @CentralEleicoes Vai se ferrar idiota,gAAAAABj7je3SpEZmipUIPx0qtiYASMMcVr3_1NkHuBNo1eDWJ81qiCtbduzK_SS4Vm_iKsvmbPMESALCPbGrtdoS-BJzTw_Maz35UYOZDsbao48Wadj4AwWFkee_j7kMD6ClYZcOQJ_fdg5vpNlyJ5OuN-kmnIIfw==,1,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A09.csv
gAAAAABj7je3iUgB3iQoO9vzZicVFYL-SQjA0nq8tGzljdu3NjT-JXhH_ma9s0UKLOc2zdz0GgDW1BvoBsFku6SmPzHTqovlwfm062B-JE-DpQTImmyGBxs=,@fabiofelixdf #Absurdo,gAAAAABj7je3fWBG_1fLGnYq-50LT30ZfzRBP47UVO8BmRJ1Cjf9AEY2KAfkn_Dy9-KwIX8irc_LYEeqzsKsDly4x-oiy8RDqcVVQzE-0zNKHktqKFtMlSDp1V49saf0GuW_S5qbdf7APoAk3pDZA5rqse702yH_U0EqnciU3k0PHegjCi8KMqs=,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A09.csv
gAAAAABj7je3mJz-kS1jjdD_B-XmqESeNhGmxmjxDYNbYhBztV48KwmI60FthB3rQr56rPPCnUrhvfEyrXLbg0fJ5jXwtOcoTuTieh5m9TNrNWz-YPqPmW0=,"eu quero fazer história, quero eleger a primeira travesti preta de Pernambuco a de putada federal @RobeyonceLima você é gigante 5️⃣0️⃣0️⃣0️⃣ eu sou por que você é, você lá e nós de cá nessa mandata preta e travesti ❤️",gAAAAABj7je3zXRC2cCN4D1cGQo-eMhuXwiQyXogu6epR6gLRwon-GFlk6n_wz0c7_p2EDgFLltd6EuWJVrB3MeBPRCqzytZdl_YxKahlgpayr9ZnlEYWOXfx6oqC6Un1cIAdaZTrarm9brlGQyTzLv77EGE1wXjrA==,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A09.csv
gAAAAABj7je3Xg2U2k2odHsxMw8SO6qjAn78FvKM7Et5UyyYdfSKpkEmeNaMpjdfOyVq0dHX1g87BHe2RVNFtTFsXh0cVRuEJyTi0sQfuMzSjyOIxoshqbM=,@bellagoncalvs Ciro é uma vergonha! O maior narcisista que temos!,gAAAAABj7je3YyAlrjPfrWQzVnXp1GLMmbzL6E-y8SBAnKhMhF2czUiMpq-B7wNBuB2xwpXDkwE0OrIq-FwgsUWKN8fSChcVTZh6JnnZCMRgR642lHsRGholkR3Ohim5iXg6PIeiMaLsH9-3YQV8DbEgVLFsAtj8GOf_e8uvaIfts5OJG5cyA_E=,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A09.csv
gAAAAABj7je3Qs-IBOZPIOY8lBXnpcUMphNjsXOE5UdAGQVhwHzK-yQfvE01VNkERycifXqBExZP2So5I6CWmeZxlsU8oTPRGs_fyrjwEIvgC7cmPNoXw0s=,@bellagoncalvs Vocês já estão com medo de um garoto ? Kkk bota pra fuder Nikolas nesses frouxos de araque kkkkk,gAAAAABj7je3ygIrDJ-q41sUiADHX9eRaGipq4S7a9cTkvKP3HuwN0jTrZgxGyxCKeIwleY2UwE8Zxh1hYCN2LjSwMxUmsM1eWAxKaOAjG6wYpkQ2lkQCUObR9h0x4QMKo-iWs4os1T4_MK36zgqQDNaTXFvVT_mKg==,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A09.csv
gAAAAABj7je3kJLZ5LbcmbDq_ZJJRAI-xLi_RO5C_xWdqCevPxlAlM8PbZd7SQJySp8nrmUk2gyUVkZ1T_p6Q9iCK9uisadqWD_kZ1O1I0y9k3FBTCOk5BA=,@fabiofelixdf É isso aí Ibanes coloca esse bozo no lugar dele kkk,gAAAAABj7je3LC9Vg_O67YnuC49roJQ6t19xIftxZGced3xjf9mVpZP5tSB1S2OuWM0g0z5jEtwhBAIbUCJnR-9P39PfEXvezqlhjfaxxDZNCinhDed8ux6KJ5zvTxx5UaPB-_EHGrjj65p0Ban_Oz0jZdqFd3B6_UsOCdWv-9pftK3SJVGOUhY=,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A09.csv
gAAAAABj7je3g4eQoK1yuksVGgzBLer97tA5ow02WV43pMB9_RPjiFlPXmbbx88Gdkyo-sX6IB8pyL35Ilnmyf6t8Ezs92Qk9ZkCuNWB8KslgOZKO64fe2c=,"@PabloAiresRN Vira mato né, inútil, devia nem gastar verba pública com essa merda",gAAAAABj7je3LA6qVC2qPaGf5C3xlwzc-l4vFko0hQxNaiFOEA0t7tqgnduK_rl8X5mf9QfhTeLXpvHtNitwqQEe0xLjq4q_qfSJ8LhyPwvwQHVSMOXSf0aatz-EeKRUDGpcm83CxkxFCpvTZhGd4o03j0NMXbZX4Q==,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A09.csv
gAAAAABj7je3u_0j8Zy_6JGAVwhvrPjMAlvPEdsHJzAJ_iB0o5mp4ml9KfDmpozqIdSE05EI0Cyr0bysORF3JiUhXq2D3xqktqfSkh6aAJhVLoewFw75aVs=,"@bfeministapsol Kkk isso acredito que não pode ser a primeira coisa que vc vê e já rótula alguém,pence antes de falar estrupador",gAAAAABj7je3FRhqWVYwoYvnYVU4pkEMGCWVWSzXEmZgwAx8UPCV7UyevLdI7GOVKevaLU6lwC1VP3FPf9FKhsiaSojJ08A87W598WSVGaZRpU5IZ96pHKeIBiaOOLhswva6WxKmbyMKW0lgzDtLNI6ur8RgD7IMjQ==,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A09.csv
gAAAAABj7je3ZCx6ZSg1ij1Y6YVP9jSoop5j9plTPBNKdGduLu8F4xbmk2kO7GmnA-ImJLTsr72SOhyPwfUqj0O7aJBGI_ctCMmel3FbkLaYcx7TLTlaFIM=,@beatrizcaminha @JanjaLula Tá de sacanagem ??,gAAAAABj7je392mVIV-2kkN_xutE-jLPSaJ-dej5WAS8ouori7Q_wMwczZvgRRaudJpnt-VJrlzmexZvr4NgjmtGWCKNuHjpyJP8pyFOpnY2KvD2yPGRf5MYN8peWeF6XASi7icXJfFLd2AlgPXU3EQdtamjXekmYU5tUGnpFSQ_jN01IriXm-k=,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A09.csv
gAAAAABj7je3yxLnXUJ7dh57gswL9inB1Vv_-NypihAxvLnexG_OfA6obun8wYID12RkJCKFbo_7ZVLmVHNCAwiU1xrwF9VQ6lAmA5Mtrxtby5rAWrwy8KM=,@fabiofelixdf vcs são uma piada pronta . o desespero está a milhão kkkk kkkk chupa petezada,gAAAAABj7je3i2oBKbJjCgkG6MtE9tS-02hUm1hFh9AIGVdg9ve1rZUQmpLskeE0OGr9Zec8eAdKciMbMVvoz7BPJtEweCy-zvHemdvEJycsM4Mu6oqCT3tlJElYXrN7b16Oc5f1cQF3bMv1qmxDAPeUDr8XJutftygJnSowGHD8uyh5pc7IWhQ=,1,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A09.csv
gAAAAABj7je3gp2AsskV7hw2SK5mztcLjMwOOIUeEGbmhyoKabA3f8HqlS3ovvd2U58DjJgHLJg7-hGDQg8ePXwPO5XB_hPcQjqH7vyHG1-BpcV3Zc6wsDQ=,@Marilacerdapt Habla mesmo mami,gAAAAABj7je3HaHSyymi79TIDJ8fwr8eHMpHvQi91RnkrNSoJcr29G72OWA6SZGrLHXZKQnAMkVmzZenC_KJH_3_E_gmJy2LUauTr-FRAMp56QQ_C2sdTDtNDkho2OR--BsxzF9KPjKZ_EIHwy1vMfKNrAH1QlY2iQ==,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A09.csv
gAAAAABj7je3oXewbfACuKVNiE3GXm6Wn7CDXK72hH928rPSdxeGTF7nTDots3GjaMBsHXqzdtysdsUCuT3VjEchdEe7LJ2J00Vs-huvaipm7X40Ko80hZg=,"@Izalourenca Se fosse eu já tinha tratorado era tudo...
Essa molecada maconheira do ESG é chata pra baralho...",gAAAAABj7je3QVlu-kWxHEQcgUXrIzYDHVyv5pRzxEzI78Pz2RnJ01eqgC8teKF6FVTvmSu1GP-t_Y_ccgJ2_nbpxAXBHWNMdAorYyhYr1Th5AN_QcSG7UiLxA1GOPSE72IjM6HH9ZixbU8YJdhOJOTt53NO-dPPSHdGNeESRDiFaXr83sI_xkY=,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A09.csv
gAAAAABj7je3SpLccKl9PuwKB0HpRPa4ihhv6J9xZPy5qQHmb0PuVddCNLEqdD-wN640J7nVLxuMcEL9ISGcr9RfdlPRUIlaImX1Jws9w6uZZPmLujCyko0=,@beatrizcaminha boa noite! Desculpa a intromissão! O que e bissexual?,gAAAAABj7je32TM5iWX4SzZIj5NpSkJoidv4XFDQIBZqUPIYZFp7UurP2zAat7ElB0aTdUoeT1dTZHUmahfdNVqjzzyPliOyDaQHD5HrPV-kpIVOZGyfUjsCG3KKewRI5XNrkGC5kWt-1ysZazfsVkcg79ZLsWDzHg9tKbXry2CAqgO0YE2gCIU=,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A09.csv
gAAAAABj7je3J2cs3fP3P29Yr94Rz1iJqj8sFkClosULBLxKOfoA6qd9F79L7NaikMLAVkXOx4u-1ViKcp0F63oVhoCyfwbfuVDW3k3OhcYwVu85zc0_Hok=,@beatrizcaminha @JanjaLula Afff.vai assustar o cão,gAAAAABj7je3kWtG3ab1SYx4VmFyWzxeE_CviSxYGmV4soe-xEYxMfz_ivLEnN-t-9_8dDIKnkzsin4p9QFkmJWWbaO1JpsO-1rkxuGt9jZOxj0Xa9LzwwlzuV6ZrQA0vU1MUSXfnRNQBWDmLT0NN9nc8uIO5rr2fzqVJiiCNhSUUQbdU6iBUNk=,1,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A09.csv
gAAAAABj7je3kcLgw6Q6bamfTVhPRmpdBaYmTADI1mtpT41Wc1TIIhCbOsPbLn5oSrcXDMJuq13tQJ6-lXSZpKPq2StkGiTULtJhiQT6BB0kXXnxUISx3jE=,@BennyBriolly Cabe recurso. Calma parasita.,gAAAAABj7je35KvY-FFEErp5HAdVS2NZn1nVfUHjm3CvQcnVT3QTM64DYOXpnrAD6Bz8L357j1XTiaOB65VL4tDNy5ikCWcBuj7nRxVcFK3Pm4guaq3m6UfgRimaZtAZcgpIKgoCkzaZ3ilupC5ZeasvvLbtF5clJO388Ea8-wu7qPlj4lpPL-Q=,1,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A09.csv
gAAAAABj7je3Rb3euQbGCp_WBxiGkWv6qPt_YD9UQZVnhxrtBhjXz7PTjfzr3kuUREYr_qj_BFAMine_fOeGPapFSFqCug55kzgF7i7I6rRNDSK44b4Dvu0=,"@mariamarighella O MPT da Bahia, já instaurou um inquérito para investigar a fascista, vulga socialite do agro. 
BOLSONARO É RETROCESSO",gAAAAABj7je3gmSwALHRxA43yG0p45-Bmij1fcpyHm2ZOS3Cda8uHn7cX4Gf72-XZMK3jZUUz1f1B5Hrp_TDNcURbfcLQ81Ye_-nlg_Jf_YUoTb0aaX9Ae-DLp91RUmzNCNliMi0QIGcOb0IOfTrTZZaUOv_hU5RzxHdKefeMRNe-CCEnEDhN48=,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A09.csv
gAAAAABj7je3sJSlfES5mT6uAd7G_04Rw8Q4MXRNe2rudyxc303c5nkPDmSOkTGIRPB_SPFoZY9BkKfw4NwZt7sxi6sSzZIpDVAbiUw_8OB3B7oCSANVvi8=,@VaiPaolla @MST_Oficial Essa raça de Bolsonaro tem que ir tudo pra cadeia,gAAAAABj7je3vJgaQPObZ6najfGkJYd0x9Uxu8fXS_i7Azu6JKc2BwOzl3pEwfPTv2tbjKXdmoULOGMmwmqH1K6YLFu3t7vKfsN-xBXi0SO_UVIvrQIqCeLfas7lLRmJ76NPG4psQuDFicUMnJlFVmMqZbYgdJicHkiEWFwLj0ibqClPEivRoos=,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A09.csv
gAAAAABj7je3R82SOyWLJgYjrCwk5_0eScL56TnP0km3juAETDdhHNRYy-w7bINks8JzPWfTItg6fKKp5B6poiXQcLZtqMcB4q9xgI6rFv4lnLxFI9VgtMc=,@fabiofelixdf Ei nove dedos! VTC mil X https://t.co/pQ14q4OUaE,gAAAAABj7je3o1siiognKWBCUjKJADEoT86xhXJ5CI_-YepRsZ3ic3HG1sAqJvDyA0eku0l0P-6JJB8j-XeDfAw2IrEuIBwf24VqB3THm4VVJiRklfCWdiORPossdwikaI4GNm7gWooxEetCU_JdFoGwCcJ8zCmZ7Q==,1,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A09.csv
gAAAAABj7je3hY8K4QmLWAchj3y8S9KbduezE6lq2cGuDjLzSRxXzdR0tS548IIF1muVrYVDfz8Te3WCahUtVyERWUfUxkA4bZ-xlueWdLHyHuK3Q1LIldw=,@beatrizcaminha @JanjaLula Kkk piada,gAAAAABj7je3K6nih2sO6uEOlZrrwr5KikoVlunoztfdbHoEJBfrAqrvryOAvZ0KGhpdqUdgIf7Cqal1VpUsBE_4kJejjZyY8IUz7X0q0-pGYk31PiOZe-Sl2BOAaJQ3yy-lZdCPBALFO2uVvKLSsySIHMdY0pZIazYOseEfMMMgjfErgha06bU=,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A09.csv
