id,text,tweet_url,"É violento?
(1=sim, 0=não)","O candidato é o objeto do comentário?
(1=sim, 0=não)","Comentário é racista?
(1=sim, 0=não)","Comentário é machista?
(1=sim, 0=não)","Comentário é LGBTfóbico?
(1=sim, 0=não)",filename
gAAAAABj7je38d19pRSOdy6dVotiuf1YSvJywTqasgXs_ufAlgDRxTQPuRutoDtflVnEQ_bTGAiAWpLU-MocOG_9JeP1VBvvHldCNATF1YQobPidX6tGi3A=,@juujuferrari Bela de puta da,gAAAAABj7je3ZwmM5o9o5i1zYGuJdOYnELoAAi3h0oigpteNvrv-ya5mSYu_ARZvAi-rSz3g1qCUHk35tMeDJyFvKtBcR-mHEYCQLUCDRnbC7Pbi_bky6eovlHIVihFY-PBmd81pvb4emLdrXe207oLyUx5cmsdc9VK1h3soSC2ovFW3a6VzPSo=,1,1,0,1,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A05.csv
gAAAAABj7je3WH-7aY9IisHuPCpiKQj23ZP4tS2G1JFW5VDtnOQqCeribTNUB9q6xtuLW7AlHQMMc3J-Kp-gktwojCDnIhYXbra5XQ2an28Hfq0hwipRkWg=,"@clauthompson Não haviam estudos, porém, mandaram picar todo mundo. Agora é tarde.",gAAAAABj7je3BS7MpSKQ7inNefqz2tS1xvWoqQcmlRU-mlMwY2yQVaTxNiYDp9JjMzeaFufPgklb1rVEF7N8nlqhZ6zzTh6lwBp1xw_s6EFc7XUcwAcN-NomTTcDcxCw1hgTtWKR9Cegw4UJ0Omka8iaLxtXUGF_Cw==,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A05.csv
gAAAAABj7je3XVxpAqbInfW2hf7aZSmfaGUj_A1_U8lcoapii4mwhMjHBA5rUEzpYHwaMP4VTs02imBuerFu3FFyCEH8a-VBqmN6hV99v_0ICj_uZB8Nd40=,@delmartharocha @cirogomes @AnaPaulaMatosBA Desembarca delegada! Não cole com esquerdista! Quem é de Deus não anda com essas carniças!,gAAAAABj7je3gEFtKcu1cU8tdTt5Khp8RAW6MnmNreDBs-E4pW1u9iQ0hIx3Otkzie2Pd-Se6jAJA8DkYoF0_WRy-qUlMrQWEUJo13TpkMMIOB8NHw42L28msEaq7WU7o1DXEdC19HSPJ-d99ItaXwJJsZZVQ2nfAw==,1,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A05.csv
gAAAAABj7je37V53EWkJ9hnU5iUrvnEyMRo5fnQOf83M336IN-zr5r75PtPlRjNsoY61uUOdLEPqNs65jf6ftliNpSYvRd4JYaEtK1wcUkqf4qo1lLE4Z4Y=,"@MacaeEvaristo @GugaNoblat Por esta eu não esperava, a recepção dos brasileiros de Londres a Bolsonaro foi apoteótica, como um político pode reunir tantos eleitores em outro pais, tinham mais manifestantes pro-Bolsonaro em Londres do que nos comícios dos demais candidatos no Brasil. https://t.co/ps3fTJ94RU",gAAAAABj7je37nn5u0L4EA31uhnszCqswaHpkZPBTZGcXg-JmMusjw_7sE2WrnUbFP3QfVc_U2CnbSfGUf_2gBdZ3g-FZ03RUGTBtpGUde3yeFxSLKftDEbyog0Fp1QOq_CHJ04gGXRhGMI_NtqzmTy1ObV5SRhl_w==,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A05.csv
gAAAAABj7je3Y8l4szlTq05GNMWycM-a5KIy6uLA74sCWgCbI7J21xhcYBR-RiuLbRa-q27pxNy0qgxO0asHok-YnJZGDAiQOKoNUOjtLXN_eA94MLDA_ZI=,"@juujuferrari A vai se fode na boa kkkkkk fica no porno , política é coisa séria kkkk",gAAAAABj7je3wpC8D0EhML1nnr6TrvTRZ9nZMi3Es0hZMeYxQM1CdB2y1cB18T4jR_ny0eBab0NQVj_LUwlTm3AwMkGRtDHe3Gv-6HQRgpVUaPIF9eQW1UwPPqJNjSaM5bN42Y0idcNkjcSbgddMhvr5fe1vQaiV3w==,1,0,0,1,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A05.csv
gAAAAABj7je3W7qD4Fac1WWuOi3ho04JXrIfOuaoZgh5GUX9_3xSZSeUg9TI5VoDvSZELHrPlUWdiB83760oHtbP1tnhi0PA6b5zXanbtb7vcGEi0zhCRlU=,@renatafalzoni vai q vai mana,gAAAAABj7je3WcQlB9-YGq3th4vmATG2zPoupIcmnFRUhudVIlFv81YWj_9uo_R9e3hb9jm5NOsinTspLSnWlT1WpJ4m5ERdEWxtvVCE5qWE-S2A6xprN8rABShQLMgyhheSQUmaKKH_8qVTXjJr1URkrTCNPs4fbA==,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A05.csv
gAAAAABj7je3xDXcRXaAUrqZ7DC8hJOj-BYy1Ro1s7HgviGXLjkWWJc5_4O31LjcQExM87VMM90RgEKSIa__6WpyoFCm83s_hhkDCb8jq3UJYRfBW-rxXPs=,"@Zambelli2210 Isso é um vagabundo ladrão,um verme.",gAAAAABj7je3ictCi0-G1d8xCET45u3n4Oj34zKG4C5IjRQwTatBrukQ_TmDzzmTWTk-Vl1CjQjMxmD6MQIVutzvc6alPZ2jpXo3ah4O-E-4P0ehA_wxu_6baA2noFOzTnLdomd6YigELSbwXw4fsOBjw7MxiriEDKjyrDSEX1ckx1JyM_DL188=,1,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A05.csv
gAAAAABj7je3_4K-6KhYt-_hY-mVm4MPBQa_827dvpDzUvRCikR20ZGdq70eIJITdW-oA3LYk311BkAcRQ7PCpBwI_pZvmnAG5SPrt4aBYT7zhYM-4QxsDM=,"@adriventurasp Então, explica aos teus filhos esse compadrio que o deixou mofando por 600 dias, quando poderia estar governando a 4 anos.
Em vez disso, ficou assistindo o juiz ladrão recebendo a recompensa do TCHUTCHUCA DO CENTRÃO que diz ""Não te estupra porque tu não mereces, porque és feia!"" https://t.co/5fjzb9h3Mv",gAAAAABj7je39t0r24K2a6yluE0KYhAX3kRtGSttZQBfVi7gIzatFK8lTWwCCJF-TRwG-MZxDkEYH4k-Od3LudUsW9bpJ-ZjFvLncCGAIo9S5SDiO818qdNRqVmWfHf_UOphmnqkHLoGdjVBKovy6XPddKNJiHAJFg==,1,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A05.csv
gAAAAABj7je3TQUCwhjU8NLyfZzAizOSPLDL7meKnEkpHaa7m3Fi7RXiiIfoGW7Zorbd_nRRdneSeML-k2vtjy0zunCwl3S1ZX3K9zidlaaPH-UYmG-5CRY=,@ErikakHilton É um asno mesmo,gAAAAABj7je3sygtopNE1_ijCgm7zYV0oGn7YWddByL1BY7s-mUAp-sbiu-N4IV_kohse8qAYhrOfTDCkT3eTPFDXwTWa_pq1ve-P6m0XHuzsrTgBXM2LSlOYm0QeiUWtTuy-11qirfCGyl--V5jwk0KqWkYqFb86k2v4M90cdbeMkVB8TGsB5w=,1,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A05.csv
gAAAAABj7je3J6zE1Hk38Jqgo3AL3AQxkbwciS5F09vcrzJvIoVwtm-JkEOf_WriF-2qhOqx6JfCp4WYbGeh3hmmEeil7tsuKSXNaQF_PIiHCOlBPS6d3sU=,"@Alice_Portugal @Felipe_da_Cunha Seguindo, tamos juntos!",gAAAAABj7je3VSD7ReqN227Mocbg7t4wpb4Lkr3RxnffI6X3DewGdV8d6wEA1qdF5BzfH0s8m5aGrEy3xMIs1cYiPCUxcJ13hFWRJZWOU2hth2wo69UKFBGKF1a_Mbyl0aE32QQoKLodv8KmAnW2A27oWMSBukaJ9p3CJYTOhVMF9bxjGdlsz9A=,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A05.csv
gAAAAABj7je3HiC6uqoR-jsTf1sKxkGpMbAzv0mJYPSsQqIWz24o-wI341GugI9kEl6dZGrs_7j9QC899eoC_QFlC23CCeuKEmC9PCHvyZfuUBbjFb0uiKM=,@luceliaoficial @LulaOficial Sai fora coisa louca 😂😂 ridícula ela não fala ela grita..🐄🐄🐄🐄,gAAAAABj7je3HffkfuisNxMwS1s5CiVvcwNgL3WLsTA_Q39BV89gOqPxMjcYVnkWu2lDZfk2lE_1d6OyvKyNE83Q7w6mze8ttDSNngrC25kp-fRdQCvCFfUym0hDKVlKSQv1iSHkCuH8JdnjnIbtRVxb7s9-7X8i_Yc6DepZ9SSYpP7SKQ8Dmx4=,1,1,0,1,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A05.csv
gAAAAABj7je31oGcQgMUI2DG7lGid6jQk89CmEXbyNzgr2YEA0n-C_O3vNRrHBHKwT4YiAI4FIvkq1Tgzv6kh-OyWiOAD2LUeoaKH27gOIn_ZKsZdnqleRo=,@AriadnaArantes @LulaOficial Gata! ❤️⭐,gAAAAABj7je3QEtqJfq-NlL0RFjSKoT5LfQfvr7ShkOCW0shc76JuvMrTd-Doug4EuvlBsD5qQe9jmfS4FAsN_z0CHd74YW-UvfYkM1CXHoBdhVC5rIVjkaa6R5rmTfKHqeAzUW5MHIoXGo8Mh2f2zEu1RuBBOb8kw==,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A05.csv
gAAAAABj7je3_qjBxxHQl8wj-rQ_uK2iJXD_KbDIsYZkp9nIz6h4CKNqxXqarECtbM3OIPxNw3zlna7SC4bcFKD-sNIzRyswWzVniiCNigHW6ZsO4GmE6SU=,@monicafraga Ela e  o Humcerto Bosta,gAAAAABj7je3fBEmn1wBIph7XJC5Z9RrFAeihwyz_4xvC8Ri48qbsrJEKBEmLzbO0OLpoc4byz6QUeCcaZmdg6ZXCg0DSLyLSrdyMCo5PIqS0H_xIPsQ9IEroLGaW6EweD9Wc0IUkhDJZw3cD8jSTx2nPtV-aKoe5Q==,1,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A05.csv
gAAAAABj7je31JSb7jGTsN7pLT5ygcCW9cdQHvKlCLBspZCwvk9IfX2yYYRBp5l9QKQQS9yRCZa1EpmXcGwR-3-upPYmVK5TS6ZD7Zo7yCv7v9AywXgMHE0=,"@erikakokay Vc acha que engana alguém, com essa conversa fiada e falsa, pelo amor de Deus, vai procurar o que fazer ao invés de tá espalhando desinformação e fake News, ninguém cai nesse papo mais não, vai trabalhar que é melhor",gAAAAABj7je3PaXow1v3bzrYeNFTrugD8nIeZbsD26eh6Vd5UoVPDLvwOPQtBe9zQBZHKJC4s-wjyWRCCC5qsr-FTvVyWCrY3bZN-QHfkRyAVDay6WLMn9EJmRfJcFz_cbwN5gmg3Iis3q43NmiYH6aeZlbUWNbbHojmn_a98ct1QgQIr4Wy59k=,1,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A05.csv
gAAAAABj7je32lNWWnzjnTipoJGJiK6mDBgtp8tkC4s4ShjtkepD2TDN6mc8oU4-k6SCFRLJytTQyjqOOHBmQaF5k-h5EaP7UJoajDI9Lue6_kHrs1roD2I=,@apropriajulia @PATRlOTAS Cutuca o formigueiro que as formiga ficam desesperada.,gAAAAABj7je3YEIiqnrPk2TVk7HBZ89TFBV6ubIB8jE8QFqSuMCJ1P1zzdsWsrZkynPYgZUi6JCIBfymeAx4F0SEB95UWReF8TmqIxKGSik4HLYkTjmA_cRcyO_aRbxJTcjkyu_-M72iJrVPdItaQthJ4IbyO77iGg==,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A05.csv
gAAAAABj7je3mnjoEU-NsAWyzZta4bXW6cpawduVlQaYb-6l4jOMibWBqLAkEYEVf6ih7Pb4ytQsnodVuxVlgKEq-BY0_9HrvmF8ObHBbaYuvjfoobil19Q=,"@bellagoncalvs A mulher fez defesa do agronegócio, falou do MST, o combo completo e a cor do sapato é o que importa?",gAAAAABj7je3Ar710MXyk4bhzVHN5PTOJfob-UrVAKLx0k8ndc8aqoDj-7tba3o4PRhutg_HQl5uouIUPelEJCTbzks9qJjZcKxqb6fdvcjA6NsM0O_NtABsUUIteBYSHkAuhyRma15SglG38UypvAH7foCrm8g50Q==,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A05.csv
gAAAAABj7je3fS7wiEA9VHq8RG61XAgPr2SMBkNTxJNkzR2ks9HHj9QvNlvTLEdairXggj2t5LclSGk5t6YhUS5eBkwMgdaIr2AZ3iYlLhxnkdEWeUzcAd4=,@rosangelamorosp @SF_Moro @VemPraRua_br sai que é cilada Bino!!,gAAAAABj7je3yYnVU_kwNQxCOpHXDZwHGUK0KSTMaGjhdvTciTY992YahnMjkoNA3nxDXjyIXeJD6f8YvMFz7UJSuPFp3fPxekfGtZJq8qxl6mk9Mi2GaBnT0zcRDtCY6nvucQhjZu4RdFfXZEgsFnvKpA3E4oNzOQ==,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A05.csv
gAAAAABj7je3SN4j-O5IRB7F7Z3gytVVl2z1obx28u8LTgnToWbJMHfGMIStZKkIL7CF4zmx1eOsvAjt8cd_xXQOnFAq74BsRmhIzV5cwTg4aPKAl3iZdqI=,@joicehasselmann chupa sua gorda https://t.co/AJeGVetVoI,gAAAAABj7je3OO95Exp68kQ4pmxfkPtlw2x6Y7zF7tHQeaUGEnR2Ph9xn9BkK7z2XGkxYT-VuGT8tFTRjMo60e9aS5o8HCUX_DVzPgbqKYGJkb1UZO09ZSayapuHd52LGtl2B-7OxMht0bWCzXiQ-gzuOusKMpIe_Q==,1,1,0,1,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A05.csv
gAAAAABj7je3BecbyRTO5qtYlu-2xnqweu3ODI3m-lqlRwlkh8p5HJAi_hKMr4j4KfHQNEU05t8XyPqwNFmrXEyY-yVp9nIj9GhET8KaFIgMyXC1ZqSjMiM=,@juujuferrari Bunda gostosa,gAAAAABj7je3kkbC6zW_jp7_LUcx02kNSl2ITBHvqqVpf7JiMh9UsFsYNIVb5ViBYRkCDcbTStbYtArd_9cHqJVD12EWq8DgCqgIpPxzkDR04AlbqYkK78ahHrwhUNponJdLvunur__NyOGX702S5toxnpcFHxKTFKoQYciVZULpMdo4xQCNoA4=,1,1,0,1,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A05.csv
gAAAAABj7je3ptx2cfdBGFI5F-g9dh_eGid8TQLvaON6FwteUEegarx9JuYEOBUrcABxiDUR0KVjJvQ8e3L0OjUT96ElTJfkU6ep0Hw5EycCebhKWUsiAV4=,"@alesilva_38 Ele não tem que autorizar nada. Este careca é um déspota que junto com 9 abutres togados soltaram e tornaram tornaram o maior bandido do país, o Lula ladrão. Canalhas",gAAAAABj7je3ow16D4azY9rRtndU9RwgoJDd2mpXRnkY6Rk4H4vXu9EFC4eLMriQuidCXk6Bxv7DjPPb94d9GVPNI8W_jvHDcNHTV1QoBGhqPXr3jOY6mBtWavUjZD9pH_5j63OuAPLb3TwabFRlUhDcWVwp7IJJRWo1HckAHKFrK1VSrSzVTqg=,1,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A05.csv
gAAAAABj7je3-YmgSpPjESV90NNgnUjJT81bLYSS2tdVMnE8NLlr_lvl72XVhVVt5kjchW6zeYbZfUdqKNeTxbfTk_eQYO6MmjOmghl9yZ4IWrkHcnaQOQg=,"@gleisi @LulaOficial O moça, deixa te falar, deixa eles pensarem que foram milhares, pq se mostra imagens, vai fica feio para o carinha de 9 dedos!!! 😅😅😅",gAAAAABj7je30hiL6uCpA3wQ29pWcCydILPkd_R2H3jn455bTf8uqSyJQqvFDYDwVnvdY2vlEdJlfe1bvaXWFmHeO2G4dTyWiNLBhblhdlTtgn_fAgsl6ebwQM36mgx505bHpn_xubAxMuLpSuCpz808Sm-bK4VvEA==,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A05.csv
gAAAAABj7je3J1hHTaT3Jylbov-4se3sKXZs44-me2_o7LuJ-5uQpvT2iSPTJUPzyrgEYHLmEZFxgzYo5tFeDovTUsvUDaxRzLTAADXlfGiVOG4aUR1eFFw=,"@EdianeMariaMTST @kabokiko ""A culpa é dele por ter me estimulado"" é tipo ""só fui racista pq ele é preto"". CARALHO que merda é essa",gAAAAABj7je3_dB8SrIvq-I5q83OOgMZt7Y05JCck2c1AvJsFwH2OdyidNuxkp71qIOIFKpb1Zu9blhA-W8NF1xCFRx1NzgAkF9sxhRjxuTsVOGBUvWGSSTjglR3pqL3JagurmxIRqiB9MimeYeTZHpxrrdQgH80Ew==,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A05.csv
gAAAAABj7je3jy28iaTgjmdB7sJB4Cm1Lx0WwcsHc8VnISoMXcCeiBSq-XbUsA0PEmqsEGKino2RdBTTUqvzgQLWfxvmJIeI0VTp5XFJjgBGaIfr4nU-snw=,@juujuferrari MDS que isso mulherão em❤️🫶🤤,gAAAAABj7je3sVexoH88pUM0vVAStq0WvzVQ4ZibP_rejBC0AOBaYiGkGUMOfiqeRwiCSb8UVN7s0A9Q2OI4SzYBM2wJw_ehcp7UqRaaS0oT_bpNLOEOJdkbFITfWxsxpZWC7yMCaR5EXnJtFyxeJaqOGL3KGIt5jg==,1,1,0,1,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A05.csv
gAAAAABj7je3QcLRm5Ueuv0Zhf3yGQ0hemj-_-R1USfs5ZoC9kMgaB0iIKK_yDeoltk8T-_QV6o4JInM0KE9wiw7z4e5m0UOHNZ8V5dl8gSGyZpe8SYmtxE=,@samiabomfim Vou te bloquear… vc só fala bosta!,gAAAAABj7je358ehu8kMRUtNtlTfgcfoTrNUQJkTSuiqpo7PPFhZcG-H2ckV74_LXg22PMJ9q_GJ-8siNAvPHDe0KBCbPsQHGmnxW8YcToOza53MLp4GQVPh-Qyo0_tQN46rX14YxndVvi6GIatCvgpyT91xt7mtKQ==,1,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A05.csv
gAAAAABj7je3JA662hFHprz6CNBGCelRE51aJT_YxE2_EvL1x-53W2Cwf2UsvpgNgw-ZYX6nlXgaQz3cTnV-IV0uBC2s714fCPk8qffM9SBVbeYuu3mgQUg=,@clauthompson Mulher doente.,gAAAAABj7je3D0ml-J7-ffeo79YSLEl9ukrcIRUSENXvoQgjaEOlEu7OA6iID08WszeV3F42jQgXwp_rfNZ6ZzF79Nl-nIIWuwW38nzUkXl6Wzvu2-ruaxN4tkCDJJrUZrvyYNQKZa9wQLF7zS22_plevm1BA_Cmy5alXjURD6T4hu-hNZh7KTI=,1,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A05.csv
gAAAAABj7je3iU5GubVsI87e3J1eSQh7eeNCpfqMNvK3sz1V4zTsADlUSZ3ALupQ6dJVb4tED_INlXBHLcdou2-FJEXjNCdmMUgUv5peo1h012H1_Rt_LGw=,"@RaquelStasiaki @MJulena Com as imagens de hoje, a intenção da fraude está aniquilada. Nenhum candidato em qualquer lugar do mundo perde uma eleição com esse apoio popular. ACABOU. O sistema está rangendo os dentes. Somente um louco para enfrentar essa massa patriota. https://t.co/SAoRLeIIRe",gAAAAABj7je3cDO2ZX4zyOWmkzFG6NtXVu7iA-1cMP06gj3j57bpa98A-KyCiAEL1a7H7Br7H731YIhMGFHTvvyKJ8FUCRyeHwHcxvKnY4PQjISu4bDiexDK2TTQptiAlLElR1Mr3uh4NaN4YnmgtXgZ69c4iYLL6g==,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A05.csv
gAAAAABj7je3Rbjx9MjJsbeQjWPlu40xhILgC03P1c8gR5q2eoyjstsnKTvfU2i4bmoO-6bMBl8TTFmE69eyD1N3rzSiVq3tJJSLqwZThWGs8gfzFjNGMig=,@samiabomfim Aborto é ASSASSINATO sua vagabunda,gAAAAABj7je39LW6mnk3b3w274mQ_zEHuD0HVgUZHE6lKewigicXWivkOTcS5--BYAp5jOlqxaBpYtfFZL3xthT3XO3ln0K8jnVH1_yj-1ZaH_bo7IleGGTLIXogMeOzDDgHaJFB_rk-8cj5uwgcneZwcPw2G1WWGQ==,1,1,0,1,0,../dados/brutos/eletweet22/tweets_anotados_mulheres_A05.csv
